prA,prB,agentA,agentB,userA,userB,startA,endA,startB,endB,stateA,stateB,cross,overlap_seconds,repo_id,repo,stratum,draw_index
2098,2101,Copilot,OpenAI_Codex,Copilot,mikel-brostrom,1754574738.0,1755821936.0,1755075834.0,1756340312.0,closed_unmerged,closed_unmerged,True,746102.0,275118967,mikel-brostrom/boxmot,cross,4
26248,26478,Copilot,Claude_Code,Copilot,lyzno1,1758817586.0,1760615478.0,1759201708.0,1759206402.0,closed_unmerged,merged,True,4694.0,626805178,langgenius/dify,cross,0
2625,2682,OpenAI_Codex,Copilot,ggorman,Copilot,1749398526.0,1754397773.0,1753348829.0,1754902435.0,closed_unmerged,closed_unmerged,True,1048944.0,54585666,devitocodes/devito,cross,0
3417,4286,Claude_Code,Cursor,osbornesec,oeway,1751849241.0,1752995765.0,1752648570.0,1752648581.0,merged,closed_unmerged,True,11.0,968197216,google-gemini/gemini-cli,cross,0
5796,6414,OpenAI_Codex,Cursor,Michaelvll,Michaelvll,1748487361.0,1759975381.0,1753775272.0,1753775469.0,closed_unmerged,closed_unmerged,True,197.0,395140743,skypilot-org/skypilot,cross,4
3899,3988,Cursor,Copilot,ScriptedAlchemy,Copilot,1752265532.0,1757040616.0,1754595434.0,1754595662.0,closed_unmerged,closed_unmerged,True,228.0,306976345,module-federation/core,cross,4
414,418,OpenAI_Codex,Copilot,jinek,Copilot,1756345049.0,1756409057.0,1756394951.0,1756414219.0,merged,merged,True,14106.0,424594639,jinek/Consolonia,cross,1
61,67,Cursor,Copilot,R44VC0RP,Copilot,1755989669.0,1759929847.0,1756119859.0,1758201841.0,closed_unmerged,closed_unmerged,True,2081982.0,989702246,inboundemail/inbound,cross,7
62941,63330,Claude_Code,Devin,burakku,devin-ai-integration[bot],1752260647.0,1753378433.0,1752625265.0,1752625356.0,merged,merged,True,91.0,283046497,airbytehq/airbyte,cross,24
7939,7940,Cursor,Copilot,ericokuma,Copilot,1757631165.0,1757703416.0,1757631447.0,1757631502.0,merged,closed_unmerged,True,55.0,436466520,rilldata/rill,cross,3
47,48,OpenAI_Codex,Copilot,ElectNewt,Copilot,1751319304.0,1751614520.0,1751319477.0,1751614483.0,closed_unmerged,closed_unmerged,True,295006.0,440332807,ElectNewt/Distribt,cross,1
3308,3336,Claude_Code,Devin,dsilbergleithcu-godaddy,devin-ai-integration[bot],1755040120.0,1755693786.0,1755497474.0,1756227485.0,merged,closed_unmerged,True,196312.0,710601088,crewAIInc/crewAI,cross,14
2956,4134,Devin,OpenAI_Codex,devin-ai-integration[bot],mldangelo,1738527340.0,1751304436.0,1747976067.0,1748244803.0,closed_unmerged,merged,True,268736.0,633927609,promptfoo/promptfoo,cross,24
406,407,Devin,OpenAI_Codex,devin-ai-integration[bot],Shamples,1748411091.0,1748618225.0,1748460531.0,1754244321.0,merged,closed_unmerged,True,157694.0,689765175,different-ai/note-companion,cross,0
875,876,Devin,Cursor,devin-ai-integration[bot],daniellockyer,1754526079.0,1754601000.0,1754559184.0,1754569810.0,merged,merged,True,10626.0,941289933,antiwork/helper,cross,0
156,161,Devin,Cursor,devin-ai-integration[bot],benjaminshafii,1749606033.0,1750349367.0,1749657858.0,1749672987.0,closed_unmerged,merged,True,15129.0,883825890,different-ai/zero-finance,cross,6
3461,3869,Devin,Claude_Code,devin-ai-integration[bot],pffigueiredo,1746971313.0,1756858719.0,1756307081.0,1756317037.0,closed_unmerged,merged,True,9956.0,352436122,neondatabase/website,cross,2
2186,2224,Devin,Claude_Code,devin-ai-integration[bot],MH4GF,1750759521.0,1750919676.0,1750910799.0,1750916314.0,merged,merged,True,5515.0,839216423,liam-hq/liam,cross,111
4391,4829,Devin,Cursor,devin-ai-integration[bot],tomiir,1747918955.0,1758194275.0,1755158665.0,1755159113.0,closed_unmerged,closed_unmerged,True,448.0,127246132,reown-com/appkit,cross,0
394,584,Devin,OpenAI_Codex,devin-ai-integration[bot],LuisRevillaM,1750453277.0,1753718322.0,1752780518.0,1752835778.0,closed_unmerged,closed_unmerged,True,55260.0,955904085,antiwork/flexile,cross,0
1718,1742,Devin,Cursor,devin-ai-integration[bot],nickscamara,1750960753.0,1751660310.0,1751392288.0,1751408822.0,merged,merged,True,16534.0,787076358,firecrawl/firecrawl,cross,5
901,902,OpenAI_Codex,Devin,nicarq,devin-ai-integration[bot],1747556381.0,1748983197.0,1747556591.0,1747557650.0,merged,merged,True,1059.0,685141528,dcSpark/shinkai-local-ai-agents,cross,0
1067,1176,Devin,Cursor,devin-ai-integration[bot],riderx,1742018539.0,1758267956.0,1754233482.0,1754233947.0,closed_unmerged,merged,True,465.0,442321089,Cap-go/capgo,cross,0
895,941,Devin,Cursor,devin-ai-integration[bot],binary-koan,1755581800.0,1755893795.0,1755641443.0,1755641652.0,merged,closed_unmerged,True,209.0,959682770,antiwork/gumroad,cross,0
516,601,Devin,OpenAI_Codex,devin-ai-integration[bot],ianmacartney,1743040078.0,1753418746.0,1748209935.0,1748211499.0,closed_unmerged,merged,True,1564.0,591435512,get-convex/convex-helpers,cross,1
281,443,Devin,Cursor,devin-ai-integration[bot],steebchen,1748899883.0,1759618378.0,1751500922.0,1751503904.0,closed_unmerged,merged,True,2982.0,965250949,theopenco/llmgateway,cross,24
87,94,OpenAI_Codex,Cursor,ryokun6,ryokun6,1747926777.0,1749705791.0,1748043739.0,1748043747.0,closed_unmerged,merged,True,8.0,923332984,ryokun6/ryos,cross,27
6082,6085,Devin,Cursor,devin-ai-integration[bot],mattinannt,1750799836.0,1750935868.0,1750837294.0,1750920660.0,closed_unmerged,merged,True,83366.0,500289888,formbricks/formbricks,cross,0
1175,1179,Cursor,Devin,areibman,devin-ai-integration[bot],1753728555.0,1753982627.0,1753733232.0,1753738324.0,closed_unmerged,merged,True,5092.0,679017521,AgentOps-AI/agentops,cross,27
1706,1743,OpenAI_Codex,Devin,jxnl,devin-ai-integration[bot],1752433408.0,1755116296.0,1753287976.0,1754147389.0,closed_unmerged,closed_unmerged,True,859413.0,653589102,567-labs/instructor,cross,29
8565,8584,Cursor,Devin,scopsy,devin-ai-integration[bot],1750591342.0,1750851076.0,1750794418.0,1751173960.0,merged,merged,True,56658.0,400215964,novuhq/novu,cross,10
2522,2525,Devin,Cursor,devin-ai-integration[bot],CTNicholas,1752231111.0,1752242859.0,1752241758.0,1752242854.0,closed_unmerged,closed_unmerged,True,1096.0,370740787,liveblocks/liveblocks,cross,2
5565,5581,Claude_Code,Cursor,wtfsayo,wtfsayo,1752424873.0,1752563047.0,1752475870.0,1752475889.0,merged,merged,True,19.0,826170402,elizaOS/eliza,cross,1
698,753,OpenAI_Codex,Claude_Code,yfge,sunner,1754885723.0,1758359711.0,1757034450.0,1757035427.0,closed_unmerged,merged,True,977.0,832552991,ai-shifu/ai-shifu,cross,10
7555,7771,Devin,OpenAI_Codex,devin-ai-integration[bot],peterargue,1751054530.0,1757815818.0,1756182609.0,1756242284.0,closed_unmerged,merged,True,59675.0,297778512,onflow/flow-go,cross,8
78,88,Devin,Claude_Code,devin-ai-integration[bot],Mocha-s,1753370967.0,1756050575.0,1755958158.0,1758050783.0,closed_unmerged,closed_unmerged,True,92417.0,899407931,firecrawl/firecrawl-mcp-server,cross,0
333,336,OpenAI_Codex,Claude_Code,steipete,steipete,1752345560.0,1752542655.0,1752350476.0,1752354815.0,merged,merged,True,4339.0,1002552148,amantus-ai/vibetunnel,cross,3
1407,1514,Devin,Cursor,devin-ai-integration[bot],RockChinQ,1747128291.0,1750081181.0,1749455019.0,1749455399.0,closed_unmerged,closed_unmerged,True,380.0,575321313,langbot-app/LangBot,cross,0
246,253,Devin,OpenAI_Codex,devin-ai-integration[bot],jonastemplestein,1748693479.0,1749611184.0,1748719128.0,1748834209.0,merged,closed_unmerged,True,115081.0,917974798,alchemy-run/alchemy,cross,3
69,75,Devin,OpenAI_Codex,devin-ai-integration[bot],ivanleomk,1748483352.0,1749220174.0,1748588375.0,1748611301.0,closed_unmerged,closed_unmerged,True,22926.0,912106066,567-labs/kura,cross,0
57,58,Devin,Cursor,devin-ai-integration[bot],jxnl,1756406098.0,1757258780.0,1757012365.0,1757950241.0,closed_unmerged,closed_unmerged,True,246415.0,827630234,567-labs/systematically-improving-rag,cross,0
981,987,OpenAI_Codex,Devin,suin,devin-ai-integration[bot],1747473990.0,1747996262.0,1747564580.0,1748000574.0,closed_unmerged,merged,True,431682.0,228538361,yytypescript/book,cross,0
1634,1643,Cursor,OpenAI_Codex,jannikmaierhoefer,marcklingen,1749656202.0,1749827357.0,1749773021.0,1749773521.0,merged,merged,True,500.0,643978507,langfuse/langfuse-docs,cross,10
356,560,OpenAI_Codex,Cursor,lawrencecchen,lawrencecchen,1758310488.0,1759970314.0,1759882100.0,1760146748.0,closed_unmerged,closed_unmerged,True,88214.0,1026429198,manaflow-ai/cmux,cross,34
254,255,Devin,Cursor,devin-ai-integration[bot],roman-rr,1748441414.0,1755724284.0,1755724182.0,1755724262.0,merged,merged,True,80.0,217775615,tech-systems/panes,cross,0
763,826,OpenAI_Codex,Devin,robbie-portia,devin-ai-integration[bot],1757079008.0,1761210297.0,1760174504.0,1760889234.0,closed_unmerged,closed_unmerged,True,714730.0,902291246,portiaAI/portia-sdk-python,cross,4
315,317,Devin,OpenAI_Codex,devin-ai-integration[bot],leerob,1747525227.0,1748702830.0,1747841112.0,1747841200.0,closed_unmerged,closed_unmerged,True,88.0,103436741,vercel/hyper-site,cross,1
8572,8612,Cursor,Devin,0xRobin,devin-ai-integration[bot],1753859033.0,1756100608.0,1754564791.0,1754567912.0,closed_unmerged,closed_unmerged,True,3121.0,237392204,duneanalytics/spellbook,cross,0
1996,2449,OpenAI_Codex,Devin,daveey,devin-ai-integration[bot],1754626619.0,1760354998.0,1756860190.0,1757604779.0,closed_unmerged,closed_unmerged,True,744589.0,843988367,Metta-AI/metta,cross,181
82,134,Claude_Code,Cursor,rgthelen,mhamann,1755544233.0,1758821643.0,1757445677.0,1757447986.0,merged,merged,True,2309.0,1017038703,llama-farm/llamafarm,cross,1
190,193,Cursor,Claude_Code,chelojimenez,chelojimenez,1751871064.0,1751876586.0,1751874423.0,1751876614.0,closed_unmerged,closed_unmerged,True,2163.0,989134268,MCPJam/inspector,cross,2
1474,1759,OpenAI_Codex,Claude_Code,dlwh,rjpower,1753233433.0,1760130287.0,1760127683.0,1760131129.0,closed_unmerged,merged,True,2604.0,775839592,marin-community/marin,cross,0
2458,2460,Cursor,Claude_Code,aaronvg,hellovai,1757871576.0,1758059905.0,1757916974.0,1757918212.0,closed_unmerged,merged,True,1238.0,701494311,BoundaryML/baml,cross,0
425,426,OpenAI_Codex,Claude_Code,djwhitt,djwhitt,1749250866.0,1749859484.0,1749499793.0,1749501354.0,merged,merged,True,1561.0,480614136,ar-io/ar-io-node,cross,0
7381,7441,OpenAI_Codex,Claude_Code,laurenspriem,neeraj-pilot,1759913845.0,1760347033.0,1760172957.0,1760174947.0,closed_unmerged,merged,True,1990.0,560284721,ente-io/ente,cross,1
18210,18267,Claude_Code,Cursor,georgewrmarshall,georgewrmarshall,1754941834.0,1755019207.0,1755015545.0,1755019413.0,merged,merged,True,3662.0,141427485,MetaMask/metamask-mobile,cross,1
741,742,OpenAI_Codex,Claude_Code,schickling,schickling,1760101295.0,1760464769.0,1760266242.0,1760276002.0,closed_unmerged,closed_unmerged,True,9760.0,694709543,livestorejs/livestore,cross,24
13752,14550,Claude_Code,Cursor,mminichino,hsheth2,1749675617.0,1756288524.0,1755891271.0,1756253025.0,merged,closed_unmerged,True,361754.0,46398090,datahub-project/datahub,cross,7
96577,98632,Cursor,Claude_Code,armenzg,bukzor,1753733929.0,1758265215.0,1756838005.0,1756922856.0,closed_unmerged,merged,True,84851.0,873328,getsentry/sentry,cross,1
2297,2298,Cursor,Claude_Code,Dimillian,Dimillian,1755356160.0,1755427956.0,1755427723.0,1755434219.0,closed_unmerged,closed_unmerged,True,233.0,568430347,Dimillian/IceCubesApp,cross,0
15079,15087,Claude_Code,OpenAI_Codex,buddhika75,buddhika75,1755914369.0,1756004920.0,1755950349.0,1755950359.0,merged,merged,True,10.0,21764480,hmislk/hmis,cross,2
874,1150,OpenAI_Codex,Cursor,karakanb,terzioglub,1751639885.0,1760086260.0,1758902417.0,1758980655.0,closed_unmerged,merged,True,78238.0,674225653,bruin-data/bruin,cross,62
5286,5287,Claude_Code,OpenAI_Codex,max-sixty,max-sixty,1747442801.0,1747464855.0,1747442899.0,1747445826.0,merged,merged,True,2927.0,449091292,PRQL/prql,cross,0
20484,20667,Claude_Code,OpenAI_Codex,JiriDeJonghe,xfu,1759849756.0,1760424203.0,1760131658.0,1760131675.0,merged,closed_unmerged,True,17.0,193215554,n8n-io/n8n,cross,0
35665,35706,Claude_Code,Cursor,georgewrmarshall,georgewrmarshall,1757013134.0,1757100930.0,1757087325.0,1758069281.0,merged,merged,True,13605.0,42009758,MetaMask/metamask-extension,cross,0
111,119,OpenAI_Codex,Claude_Code,dkundel-openai,stefanoamorelli,1750116026.0,1750196595.0,1750193377.0,1750193442.0,merged,closed_unmerged,True,65.0,993521808,openai/openai-agents-js,cross,0
25,37,OpenAI_Codex,Cursor,rajansagarwal,ishaan1013,1753076047.0,1753410332.0,1753394158.0,1753410205.0,closed_unmerged,merged,True,16047.0,1018698329,ishaan1013/shadow,cross,4
89,133,OpenAI_Codex,Cursor,mfat,mfat,1756319729.0,1756548285.0,1756499127.0,1756499137.0,closed_unmerged,merged,True,10.0,1029240529,mfat/sshpilot,cross,15
158,159,Cursor,OpenAI_Codex,georgi,georgi,1752408551.0,1752414398.0,1752413906.0,1752413982.0,merged,merged,True,76.0,777230015,nodetool-ai/nodetool,cross,18
753,755,OpenAI_Codex,Cursor,transphorm,hackertron,1751859197.0,1752602220.0,1752145047.0,1752149165.0,closed_unmerged,closed_unmerged,True,4118.0,669466632,selfxyz/self,cross,4
414,422,Cursor,OpenAI_Codex,softmarshmallow,softmarshmallow,1754903250.0,1757325625.0,1757151852.0,1757151866.0,closed_unmerged,merged,True,14.0,338529997,gridaco/grida,cross,4
5977,5979,OpenAI_Codex,Cursor,rgerhards,alorbach,1755540143.0,1755611671.0,1755550940.0,1755551131.0,merged,closed_unmerged,True,191.0,10458362,rsyslog/rsyslog,cross,442
163,347,Cursor,OpenAI_Codex,willccbb,willccbb,1753657872.0,1758587822.0,1758327210.0,1758328536.0,closed_unmerged,merged,True,1326.0,920603619,PrimeIntellect-ai/verifiers,cross,2
2166,2777,OpenAI_Codex,Cursor,Copyxyzinc,MagMueller,1751159343.0,1757163677.0,1756063141.0,1756923338.0,closed_unmerged,closed_unmerged,True,860197.0,881458615,browser-use/browser-use,cross,50
893,894,Cursor,OpenAI_Codex,jmoseley,dereklegenzoff,1753116764.0,1753136691.0,1753119286.0,1753127752.0,merged,merged,True,8466.0,899766976,gensx-inc/gensx,cross,1
13751,13875,OpenAI_Codex,Cursor,ottenhoff,ottenhoff,1747578254.0,1750956414.0,1750895204.0,1750964951.0,closed_unmerged,merged,True,61210.0,28589709,sakaiproject/sakai,cross,1
73,75,OpenAI_Codex,Cursor,malinosqui,malinosqui,1749142553.0,1749165804.0,1749165733.0,1749284120.0,closed_unmerged,merged,True,71.0,956679248,kodustech/kodus-ai,cross,0
251,299,OpenAI_Codex,Cursor,sanjushahgupta,karakanb,1750090026.0,1753632580.0,1751991771.0,1751992758.0,closed_unmerged,merged,True,987.0,756594023,bruin-data/ingestr,cross,0
410,541,OpenAI_Codex,Cursor,pierrevalade,pierrevalade,1749619044.0,1750867643.0,1750628461.0,1750683038.0,closed_unmerged,merged,True,54577.0,899127822,WorkflowAI/WorkflowAI,cross,35
39,42,OpenAI_Codex,Cursor,Sls0n,Sls0n,1750604499.0,1751743131.0,1751714867.0,1751714939.0,merged,merged,True,72.0,663834147,Sls0n/Prismify,cross,0
17,18,OpenAI_Codex,Cursor,acoyfellow,acoyfellow,1751330654.0,1754596619.0,1751333283.0,1751333300.0,closed_unmerged,merged,True,17.0,989324445,acoyfellow/UserDO,cross,1
3588,3601,OpenAI_Codex,Cursor,mantikoros,IanPhilips,1748026140.0,1751569618.0,1750811647.0,1750811702.0,closed_unmerged,merged,True,55.0,433321004,manifoldmarkets/manifold,cross,2
3664,3670,OpenAI_Codex,Cursor,samuelstroschein,samuelstroschein,1754667256.0,1757125047.0,1755028114.0,1755029991.0,closed_unmerged,closed_unmerged,True,1877.0,394757291,opral/monorepo,cross,0
28,29,Cursor,OpenAI_Codex,zhongyiio,zhongyiio,1755250708.0,1755570945.0,1755251785.0,1755251808.0,closed_unmerged,merged,True,23.0,596464580,readlite/readlite-plugin,cross,0
386,388,Cursor,OpenAI_Codex,aldinokemal,aldinokemal,1754614946.0,1754636089.0,1754628463.0,1754631583.0,merged,merged,True,3120.0,457435290,aldinokemal/go-whatsapp-web-multidevice,cross,1
1539,1640,OpenAI_Codex,Cursor,nazreen,nazreen,1748614442.0,1755546027.0,1753903055.0,1753903730.0,merged,closed_unmerged,True,675.0,716778600,LayerZero-Labs/devtools,cross,0
2997,3175,OpenAI_Codex,Cursor,edeNFed,edeNFed,1749591954.0,1757783998.0,1752431811.0,1757784169.0,closed_unmerged,closed_unmerged,True,5352187.0,501095512,odigos-io/odigos,cross,8
2840,2841,Cursor,OpenAI_Codex,calbera,calbera,1751914073.0,1756145653.0,1751916304.0,1751952334.0,merged,closed_unmerged,True,36030.0,752003386,berachain/beacon-kit,cross,0
53690,54238,OpenAI_Codex,Cursor,pcmoritz,robertnishihara,1749528184.0,1752021655.0,1751345004.0,1751395195.0,closed_unmerged,merged,True,50191.0,71932349,ray-project/ray,cross,0
3875,4046,OpenAI_Codex,Cursor,tomharmon,chitalian,1749088935.0,1752338703.0,1751694606.0,1754536772.0,merged,closed_unmerged,True,644097.0,595832198,Helicone/helicone,cross,0
