prA,prB,agentA,agentB,userA,userB,startA,endA,startB,endB,stateA,stateB,cross,overlap_seconds,repo_id,repo,stratum,draw_index,sample,pair_key
425,426,OpenAI_Codex,OpenAI_Codex,puemos,puemos,1753532143.0,1753532199.0,1753532190.0,1753532249.0,merged,merged,False,9.0,131896967,puemos/hls-downloader,same,0,s1_intra,puemos/hls-downloader#425#426
1349,1360,Copilot,Copilot,Copilot,Copilot,1749270170.0,1751943215.0,1749818675.0,1751556481.0,merged,closed_unmerged,False,1737806.0,416855086,github/gh-gei,same,5,s1_intra,github/gh-gei#1349#1360
1349,1373,Copilot,Copilot,Copilot,Copilot,1749270170.0,1751943215.0,1751556799.0,1751904749.0,merged,closed_unmerged,False,347950.0,416855086,github/gh-gei,same,6,s1_intra,github/gh-gei#1349#1373
1376,1377,Copilot,Copilot,Copilot,Copilot,1751604131.0,1751604307.0,1751604222.0,1751607556.0,closed_unmerged,closed_unmerged,False,85.0,416855086,github/gh-gei,same,40,s1_intra,github/gh-gei#1376#1377
1382,1383,Copilot,Copilot,Copilot,Copilot,1751945724.0,1752766266.0,1751952047.0,1751989646.0,merged,closed_unmerged,False,37599.0,416855086,github/gh-gei,same,41,s1_intra,github/gh-gei#1382#1383
1382,1386,Copilot,Copilot,Copilot,Copilot,1751945724.0,1752766266.0,1751953503.0,1752766397.0,merged,merged,False,812763.0,416855086,github/gh-gei,same,44,s1_intra,github/gh-gei#1382#1386
385,386,OpenAI_Codex,OpenAI_Codex,jdereg,jdereg,1750311999.0,1750312546.0,1750312079.0,1750312110.0,merged,merged,False,31.0,12594924,jdereg/json-io,same,0,s1_intra,jdereg/json-io#385#386
2650,2682,OpenAI_Codex,OpenAI_Codex,JKamsker,JKamsker,1758992725.0,1759354693.0,1759263911.0,1759277682.0,closed_unmerged,closed_unmerged,False,13771.0,23315232,litedb-org/LiteDB,same,48,s1_intra,litedb-org/LiteDB#2650#2682
2679,2683,OpenAI_Codex,OpenAI_Codex,JKamsker,JKamsker,1759262743.0,1759277681.0,1759265696.0,1759277683.0,closed_unmerged,closed_unmerged,False,11985.0,23315232,litedb-org/LiteDB,same,74,s1_intra,litedb-org/LiteDB#2679#2683
2680,2684,OpenAI_Codex,OpenAI_Codex,JKamsker,JKamsker,1759263882.0,1759277681.0,1759265719.0,1759277683.0,closed_unmerged,closed_unmerged,False,11962.0,23315232,litedb-org/LiteDB,same,83,s1_intra,litedb-org/LiteDB#2680#2684
2681,2684,OpenAI_Codex,OpenAI_Codex,JKamsker,JKamsker,1759263896.0,1759277682.0,1759265719.0,1759277683.0,closed_unmerged,closed_unmerged,False,11963.0,23315232,litedb-org/LiteDB,same,90,s1_intra,litedb-org/LiteDB#2681#2684
2684,2685,OpenAI_Codex,OpenAI_Codex,JKamsker,JKamsker,1759265719.0,1759277683.0,1759265734.0,1759277683.0,closed_unmerged,closed_unmerged,False,11949.0,23315232,litedb-org/LiteDB,same,106,s1_intra,litedb-org/LiteDB#2684#2685
5035,5036,Copilot,Copilot,Copilot,Copilot,1755206799.0,1755532711.0,1755263669.0,1755531659.0,merged,merged,False,267990.0,252724819,workadventure/workadventure,same,0,s1_intra,workadventure/workadventure#5035#5036
104,105,OpenAI_Codex,OpenAI_Codex,noahho,noahho,1750885473.0,1750967174.0,1750929027.0,1751016925.0,closed_unmerged,closed_unmerged,False,38147.0,898949330,PriorLabs/tabpfn-extensions,same,0,s1_intra,PriorLabs/tabpfn-extensions#104#105
158,159,OpenAI_Codex,OpenAI_Codex,LeoGrin,LeoGrin,1757063268.0,1757095277.0,1757074855.0,1757346562.0,closed_unmerged,merged,False,20422.0,898949330,PriorLabs/tabpfn-extensions,same,1,s1_intra,PriorLabs/tabpfn-extensions#158#159
184,185,OpenAI_Codex,OpenAI_Codex,noahho,noahho,1761317081.0,1761387488.0,1761321141.0,1761387498.0,closed_unmerged,closed_unmerged,False,66347.0,898949330,PriorLabs/tabpfn-extensions,same,2,s1_intra,PriorLabs/tabpfn-extensions#184#185
104,105,OpenAI_Codex,OpenAI_Codex,dkundel-openai,dkundel-openai,1749858843.0,1750089720.0,1749858861.0,1750089562.0,merged,merged,False,230701.0,993521808,openai/openai-agents-js,same,8,s1_intra,openai/openai-agents-js#104#105
427,434,OpenAI_Codex,OpenAI_Codex,dkundel-openai,seratch,1756920373.0,1757310341.0,1756939386.0,1756939408.0,merged,merged,False,22.0,993521808,openai/openai-agents-js,same,18,s1_intra,openai/openai-agents-js#427#434
429,446,OpenAI_Codex,OpenAI_Codex,dkundel-openai,seratch,1756922288.0,1759197845.0,1757325165.0,1757325403.0,closed_unmerged,closed_unmerged,False,238.0,993521808,openai/openai-agents-js,same,21,s1_intra,openai/openai-agents-js#429#446
429,447,OpenAI_Codex,OpenAI_Codex,dkundel-openai,seratch,1756922288.0,1759197845.0,1757326153.0,1757326456.0,closed_unmerged,merged,False,303.0,993521808,openai/openai-agents-js,same,22,s1_intra,openai/openai-agents-js#429#447
429,451,OpenAI_Codex,OpenAI_Codex,dkundel-openai,seratch,1756922288.0,1759197845.0,1757401010.0,1757715130.0,closed_unmerged,merged,False,314120.0,993521808,openai/openai-agents-js,same,24,s1_intra,openai/openai-agents-js#429#451
10257,10392,Copilot,Copilot,Copilot,Copilot,1752522463.0,1755004402.0,1754347899.0,1755693420.0,closed_unmerged,merged,False,656503.0,247714750,zitadel/zitadel,same,0,s1_intra,zitadel/zitadel#10257#10392
10392,10478,Copilot,Copilot,Copilot,Copilot,1754347899.0,1755693420.0,1755164920.0,1755695741.0,merged,closed_unmerged,False,528500.0,247714750,zitadel/zitadel,same,1,s1_intra,zitadel/zitadel#10392#10478
10392,10494,Copilot,Copilot,Copilot,Copilot,1754347899.0,1755693420.0,1755264545.0,1756097232.0,merged,closed_unmerged,False,428875.0,247714750,zitadel/zitadel,same,2,s1_intra,zitadel/zitadel#10392#10494
10478,10494,Copilot,Copilot,Copilot,Copilot,1755164920.0,1755695741.0,1755264545.0,1756097232.0,closed_unmerged,closed_unmerged,False,431196.0,247714750,zitadel/zitadel,same,3,s1_intra,zitadel/zitadel#10478#10494
114,115,OpenAI_Codex,OpenAI_Codex,passsy,passsy,1750082776.0,1750084204.0,1750083460.0,1750085104.0,merged,merged,False,744.0,532097222,passsy/spot,same,0,s1_intra,passsy/spot#114#115
114,117,OpenAI_Codex,OpenAI_Codex,passsy,passsy,1750082776.0,1750084204.0,1750083474.0,1750084535.0,merged,merged,False,730.0,532097222,passsy/spot,same,2,s1_intra,passsy/spot#114#117
115,116,OpenAI_Codex,OpenAI_Codex,passsy,passsy,1750083460.0,1750085104.0,1750083465.0,1755602284.0,merged,merged,False,1639.0,532097222,passsy/spot,same,3,s1_intra,passsy/spot#115#116
115,117,OpenAI_Codex,OpenAI_Codex,passsy,passsy,1750083460.0,1750085104.0,1750083474.0,1750084535.0,merged,merged,False,1061.0,532097222,passsy/spot,same,4,s1_intra,passsy/spot#115#117
116,117,OpenAI_Codex,OpenAI_Codex,passsy,passsy,1750083465.0,1755602284.0,1750083474.0,1750084535.0,merged,merged,False,1061.0,532097222,passsy/spot,same,5,s1_intra,passsy/spot#116#117
32,33,Copilot,Copilot,Copilot,Copilot,1760656887.0,1760657348.0,1760656934.0,1760658238.0,merged,merged,False,414.0,114333691,zardus/wargame-nexus,same,0,s1_intra,zardus/wargame-nexus#32#33
4800,4842,Copilot,Copilot,Copilot,Copilot,1755720855.0,1758011587.0,1756215859.0,1758809477.0,merged,merged,False,1795728.0,567307948,db-ux-design-system/core-web,same,527,s1_intra,db-ux-design-system/core-web#4800#4842
4807,4819,Copilot,Copilot,Copilot,Copilot,1755722244.0,1758872658.0,1755723114.0,1760073188.0,merged,merged,False,3149544.0,567307948,db-ux-design-system/core-web,same,807,s1_intra,db-ux-design-system/core-web#4807#4819
4818,4875,Copilot,Copilot,Copilot,Copilot,1755723102.0,1758536322.0,1756654133.0,1759817174.0,closed_unmerged,closed_unmerged,False,1882189.0,567307948,db-ux-design-system/core-web,same,1142,s1_intra,db-ux-design-system/core-web#4818#4875
4872,4965,Copilot,Copilot,Copilot,Copilot,1756653974.0,1758721293.0,1757702983.0,1758722985.0,merged,closed_unmerged,False,1018310.0,567307948,db-ux-design-system/core-web,same,1368,s1_intra,db-ux-design-system/core-web#4872#4965
4874,4876,Copilot,Copilot,Copilot,Copilot,1756654051.0,1758703299.0,1756654239.0,1758723888.0,closed_unmerged,merged,False,2049060.0,567307948,db-ux-design-system/core-web,same,1386,s1_intra,db-ux-design-system/core-web#4874#4876
5498,5499,Copilot,Copilot,Copilot,Copilot,1749578771.0,1749751834.0,1749579278.0,1750185086.0,merged,closed_unmerged,False,172556.0,126257942,dotnet/diagnostics,same,0,s1_intra,dotnet/diagnostics#5498#5499
53,54,Claude_Code,Claude_Code,jxnl,jxnl,1748018253.0,1748249161.0,1748069309.0,1748071513.0,merged,closed_unmerged,False,2204.0,912106066,567-labs/kura,same,0,s1_intra,567-labs/kura#53#54
53,55,Claude_Code,Claude_Code,jxnl,jxnl,1748018253.0,1748249161.0,1748069475.0,1748069501.0,merged,closed_unmerged,False,26.0,912106066,567-labs/kura,same,1,s1_intra,567-labs/kura#53#55
54,55,Claude_Code,Claude_Code,jxnl,jxnl,1748069309.0,1748071513.0,1748069475.0,1748069501.0,closed_unmerged,closed_unmerged,False,26.0,912106066,567-labs/kura,same,2,s1_intra,567-labs/kura#54#55
69,70,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1748483352.0,1749220174.0,1748483440.0,1749393392.0,closed_unmerged,closed_unmerged,False,736734.0,912106066,567-labs/kura,same,3,s1_intra,567-labs/kura#69#70
70,77,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1748483440.0,1749393392.0,1748594329.0,1748610400.0,closed_unmerged,closed_unmerged,False,16071.0,912106066,567-labs/kura,same,5,s1_intra,567-labs/kura#70#77
1392,1394,Copilot,Copilot,Copilot,Copilot,1757003858.0,1757031871.0,1757003932.0,1757004735.0,merged,merged,False,803.0,11075506,reactiveui/splat,same,0,s1_intra,reactiveui/splat#1392#1394
10,11,Copilot,Copilot,Copilot,Copilot,1757691503.0,1758811874.0,1758398885.0,1758902659.0,closed_unmerged,merged,False,412989.0,1047158854,FarisZR/knocker,same,0,s1_intra,FarisZR/knocker#10#11
10,12,Copilot,Copilot,Copilot,Copilot,1757691503.0,1758811874.0,1758399007.0,1758481861.0,closed_unmerged,closed_unmerged,False,82854.0,1047158854,FarisZR/knocker,same,1,s1_intra,FarisZR/knocker#10#12
11,12,Copilot,Copilot,Copilot,Copilot,1758398885.0,1758902659.0,1758399007.0,1758481861.0,merged,closed_unmerged,False,82854.0,1047158854,FarisZR/knocker,same,2,s1_intra,FarisZR/knocker#11#12
18,20,Copilot,Copilot,Copilot,Copilot,1760532132.0,1760544419.0,1760532758.0,1760533854.0,merged,merged,False,1096.0,1047158854,FarisZR/knocker,same,3,s1_intra,FarisZR/knocker#18#20
5080,5083,Copilot,Copilot,Copilot,Copilot,1755688552.0,1755766369.0,1755698250.0,1756790908.0,merged,closed_unmerged,False,68119.0,46641250,codeceptjs/CodeceptJS,same,3,s1_intra,codeceptjs/CodeceptJS#5080#5083
5083,5091,Copilot,Copilot,Copilot,Copilot,1755698250.0,1756790908.0,1755789920.0,1755865323.0,closed_unmerged,merged,False,75403.0,46641250,codeceptjs/CodeceptJS,same,11,s1_intra,codeceptjs/CodeceptJS#5083#5091
5088,5093,Copilot,Copilot,Copilot,Copilot,1755788588.0,1755863917.0,1755835405.0,1755875203.0,merged,merged,False,28512.0,46641250,codeceptjs/CodeceptJS,same,46,s1_intra,codeceptjs/CodeceptJS#5088#5093
5090,5096,Copilot,Copilot,Copilot,Copilot,1755789650.0,1756264841.0,1755924331.0,1755935525.0,merged,merged,False,11194.0,46641250,codeceptjs/CodeceptJS,same,57,s1_intra,codeceptjs/CodeceptJS#5090#5096
5105,5109,Copilot,Copilot,Copilot,Copilot,1755964319.0,1756039743.0,1756035295.0,1756211834.0,merged,merged,False,4448.0,46641250,codeceptjs/CodeceptJS,same,95,s1_intra,codeceptjs/CodeceptJS#5105#5109
273,274,Cursor,Cursor,you112ef,you112ef,1758492312.0,1758667950.0,1758494160.0,1758667939.0,closed_unmerged,closed_unmerged,False,173779.0,965636860,cgoinglove/better-chatbot,same,0,s1_intra,cgoinglove/better-chatbot#273#274
273,277,Cursor,Cursor,you112ef,you112ef,1758492312.0,1758667950.0,1758648875.0,1758668860.0,closed_unmerged,closed_unmerged,False,19075.0,965636860,cgoinglove/better-chatbot,same,1,s1_intra,cgoinglove/better-chatbot#273#277
274,277,Cursor,Cursor,you112ef,you112ef,1758494160.0,1758667939.0,1758648875.0,1758668860.0,closed_unmerged,closed_unmerged,False,19064.0,965636860,cgoinglove/better-chatbot,same,2,s1_intra,cgoinglove/better-chatbot#274#277
927,928,Cursor,Cursor,adrianlyjak,adrianlyjak,1758461656.0,1758484915.0,1758463259.0,1758554930.0,closed_unmerged,merged,False,21656.0,751000531,run-llama/llama_cloud_services,same,0,s1_intra,run-llama/llama_cloud_services#927#928
448,452,Copilot,Copilot,Copilot,Copilot,1757133440.0,1760591532.0,1757134038.0,1760591580.0,closed_unmerged,closed_unmerged,False,3457494.0,264852729,svobik7/next-roots,same,0,s1_intra,svobik7/next-roots#448#452
448,453,Copilot,Copilot,Copilot,Copilot,1757133440.0,1760591532.0,1757134206.0,1760591738.0,closed_unmerged,merged,False,3457326.0,264852729,svobik7/next-roots,same,1,s1_intra,svobik7/next-roots#448#453
452,453,Copilot,Copilot,Copilot,Copilot,1757134038.0,1760591580.0,1757134206.0,1760591738.0,closed_unmerged,merged,False,3457374.0,264852729,svobik7/next-roots,same,2,s1_intra,svobik7/next-roots#452#453
7,8,Copilot,Copilot,Copilot,Copilot,1756902260.0,1756904172.0,1756902405.0,1756904165.0,closed_unmerged,closed_unmerged,False,1760.0,181716683,artsploit/yaml-payload,same,0,s1_intra,artsploit/yaml-payload#7#8
272,274,OpenAI_Codex,OpenAI_Codex,dongaba,dongaba,1749054034.0,1749065817.0,1749062540.0,1749065938.0,merged,merged,False,3277.0,362280662,dongaba/TVerRec,same,1,s1_intra,dongaba/TVerRec#272#274
272,275,OpenAI_Codex,OpenAI_Codex,dongaba,dongaba,1749054034.0,1749065817.0,1749063144.0,1749065909.0,merged,merged,False,2673.0,362280662,dongaba/TVerRec,same,2,s1_intra,dongaba/TVerRec#272#275
272,276,OpenAI_Codex,OpenAI_Codex,dongaba,dongaba,1749054034.0,1749065817.0,1749064989.0,1749065988.0,merged,closed_unmerged,False,828.0,362280662,dongaba/TVerRec,same,3,s1_intra,dongaba/TVerRec#272#276
273,274,OpenAI_Codex,OpenAI_Codex,dongaba,dongaba,1749054100.0,1749065864.0,1749062540.0,1749065938.0,merged,merged,False,3324.0,362280662,dongaba/TVerRec,same,4,s1_intra,dongaba/TVerRec#273#274
273,276,OpenAI_Codex,OpenAI_Codex,dongaba,dongaba,1749054100.0,1749065864.0,1749064989.0,1749065988.0,merged,closed_unmerged,False,875.0,362280662,dongaba/TVerRec,same,6,s1_intra,dongaba/TVerRec#273#276
123,165,OpenAI_Codex,OpenAI_Codex,JeanMeijer,JeanMeijer,1750187960.0,1754759990.0,1751447463.0,1755799954.0,merged,closed_unmerged,False,3312527.0,984965707,analogdotnow/Analog,same,13,s1_intra,analogdotnow/Analog#123#165
134,166,OpenAI_Codex,OpenAI_Codex,JeanMeijer,JeanMeijer,1750506828.0,1752540733.0,1751447709.0,1752540694.0,closed_unmerged,merged,False,1092985.0,984965707,analogdotnow/Analog,same,49,s1_intra,analogdotnow/Analog#134#166
165,166,OpenAI_Codex,OpenAI_Codex,JeanMeijer,JeanMeijer,1751447463.0,1755799954.0,1751447709.0,1752540694.0,closed_unmerged,merged,False,1092985.0,984965707,analogdotnow/Analog,same,67,s1_intra,analogdotnow/Analog#165#166
215,219,OpenAI_Codex,OpenAI_Codex,JeanMeijer,JeanMeijer,1752585955.0,1756321379.0,1752690766.0,1757171861.0,closed_unmerged,closed_unmerged,False,3630613.0,984965707,analogdotnow/Analog,same,90,s1_intra,analogdotnow/Analog#215#219
215,293,OpenAI_Codex,OpenAI_Codex,JeanMeijer,JeanMeijer,1752585955.0,1756321379.0,1755094108.0,1755105914.0,closed_unmerged,merged,False,11806.0,984965707,analogdotnow/Analog,same,96,s1_intra,analogdotnow/Analog#215#293
95,96,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1753989364.0,1754762515.0,1753989431.0,1754762515.0,closed_unmerged,closed_unmerged,False,773084.0,961681148,get-convex/agent,same,0,s1_intra,get-convex/agent#95#96
95,98,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1753989364.0,1754762515.0,1753991392.0,1754131938.0,closed_unmerged,closed_unmerged,False,140546.0,961681148,get-convex/agent,same,2,s1_intra,get-convex/agent#95#98
96,97,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1753989431.0,1754762515.0,1753989591.0,1754287989.0,closed_unmerged,closed_unmerged,False,298398.0,961681148,get-convex/agent,same,3,s1_intra,get-convex/agent#96#97
96,98,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1753989431.0,1754762515.0,1753991392.0,1754131938.0,closed_unmerged,closed_unmerged,False,140546.0,961681148,get-convex/agent,same,4,s1_intra,get-convex/agent#96#98
97,98,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1753989591.0,1754287989.0,1753991392.0,1754131938.0,closed_unmerged,closed_unmerged,False,140546.0,961681148,get-convex/agent,same,5,s1_intra,get-convex/agent#97#98
117,119,Copilot,Copilot,Copilot,Copilot,1755747353.0,1755749358.0,1755747445.0,1755749762.0,closed_unmerged,merged,False,1913.0,702284875,StarCitizenToolBox/app,same,0,s1_intra,StarCitizenToolBox/app#117#119
120,121,Copilot,Copilot,Copilot,Copilot,1755749862.0,1756697818.0,1756453527.0,1756454110.0,closed_unmerged,closed_unmerged,False,583.0,702284875,StarCitizenToolBox/app,same,1,s1_intra,StarCitizenToolBox/app#120#121
120,122,Copilot,Copilot,Copilot,Copilot,1755749862.0,1756697818.0,1756454166.0,1756456075.0,closed_unmerged,closed_unmerged,False,1909.0,702284875,StarCitizenToolBox/app,same,2,s1_intra,StarCitizenToolBox/app#120#122
120,123,Copilot,Copilot,Copilot,Copilot,1755749862.0,1756697818.0,1756457964.0,1756460300.0,closed_unmerged,closed_unmerged,False,2336.0,702284875,StarCitizenToolBox/app,same,3,s1_intra,StarCitizenToolBox/app#120#123
2799,2800,Copilot,Copilot,Copilot,Copilot,1758876977.0,1758915041.0,1758914640.0,1758916301.0,merged,merged,False,401.0,442441933,mabel-dev/opteryx,same,0,s1_intra,mabel-dev/opteryx#2799#2800
2822,2828,Copilot,Copilot,Copilot,Copilot,1759701762.0,1760105988.0,1759961613.0,1760011222.0,merged,merged,False,49609.0,442441933,mabel-dev/opteryx,same,5,s1_intra,mabel-dev/opteryx#2822#2828
2831,2832,Copilot,Copilot,Copilot,Copilot,1760027192.0,1760032895.0,1760027325.0,1760278762.0,closed_unmerged,merged,False,5570.0,442441933,mabel-dev/opteryx,same,8,s1_intra,mabel-dev/opteryx#2831#2832
2832,2840,Copilot,Copilot,Copilot,Copilot,1760027325.0,1760278762.0,1760170693.0,1760181308.0,merged,merged,False,10615.0,442441933,mabel-dev/opteryx,same,9,s1_intra,mabel-dev/opteryx#2832#2840
2862,2863,Copilot,Copilot,Copilot,Copilot,1761223753.0,1761229582.0,1761223791.0,1761229449.0,closed_unmerged,closed_unmerged,False,5658.0,442441933,mabel-dev/opteryx,same,10,s1_intra,mabel-dev/opteryx#2862#2863
1394,1395,OpenAI_Codex,OpenAI_Codex,Syn-McJ,Syn-McJ,1747469181.0,1747758406.0,1747471033.0,1747472104.0,merged,closed_unmerged,False,1071.0,20371637,dashpay/dash-wallet,same,0,s1_intra,dashpay/dash-wallet#1394#1395
87,89,Copilot,Copilot,Copilot,Copilot,1755442989.0,1755614350.0,1755445315.0,1755490310.0,merged,merged,False,44995.0,956297926,hahwul/urx,same,0,s1_intra,hahwul/urx#87#89
94,96,Copilot,Copilot,Copilot,Copilot,1756634868.0,1756636099.0,1756635116.0,1756636062.0,merged,merged,False,946.0,956297926,hahwul/urx,same,1,s1_intra,hahwul/urx#94#96
1,2,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1741590739.0,1742209972.0,1741591263.0,1742209973.0,closed_unmerged,closed_unmerged,False,618709.0,945001809,harrisonwang/docxy,same,0,s1_intra,harrisonwang/docxy#1#2
1,3,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1741590739.0,1742209972.0,1741678973.0,1742209973.0,closed_unmerged,closed_unmerged,False,530999.0,945001809,harrisonwang/docxy,same,1,s1_intra,harrisonwang/docxy#1#3
1,4,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1741590739.0,1742209972.0,1741679677.0,1742209974.0,closed_unmerged,closed_unmerged,False,530295.0,945001809,harrisonwang/docxy,same,2,s1_intra,harrisonwang/docxy#1#4
2,4,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1741591263.0,1742209973.0,1741679677.0,1742209974.0,closed_unmerged,closed_unmerged,False,530296.0,945001809,harrisonwang/docxy,same,4,s1_intra,harrisonwang/docxy#2#4
3,4,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1741678973.0,1742209973.0,1741679677.0,1742209974.0,closed_unmerged,closed_unmerged,False,530296.0,945001809,harrisonwang/docxy,same,5,s1_intra,harrisonwang/docxy#3#4
1109,1110,Copilot,Copilot,Copilot,Copilot,1753463675.0,1753466169.0,1753463827.0,1753471928.0,merged,merged,False,2342.0,37490572,streamich/memfs,same,0,s1_intra,streamich/memfs#1109#1110
1113,1114,Copilot,Copilot,Copilot,Copilot,1753482020.0,1753571384.0,1753486461.0,1753605581.0,closed_unmerged,merged,False,84923.0,37490572,streamich/memfs,same,2,s1_intra,streamich/memfs#1113#1114
1117,1119,Copilot,Copilot,Copilot,Copilot,1753572129.0,1753611316.0,1753610688.0,1753632562.0,merged,merged,False,628.0,37490572,streamich/memfs,same,6,s1_intra,streamich/memfs#1117#1119
1150,1153,Copilot,Copilot,Copilot,Copilot,1754083162.0,1754085292.0,1754083680.0,1754148445.0,merged,closed_unmerged,False,1612.0,37490572,streamich/memfs,same,35,s1_intra,streamich/memfs#1150#1153
1151,1156,Copilot,Copilot,Copilot,Copilot,1754083598.0,1754149542.0,1754128153.0,1754149562.0,merged,closed_unmerged,False,21389.0,37490572,streamich/memfs,same,39,s1_intra,streamich/memfs#1151#1156
36,37,Copilot,Copilot,Copilot,Copilot,1752108973.0,1752109864.0,1752109367.0,1752109668.0,closed_unmerged,closed_unmerged,False,301.0,1008945470,Catfriend1/syncthing-lite,same,0,s1_intra,Catfriend1/syncthing-lite#36#37
41,42,Copilot,Copilot,Copilot,Copilot,1752167257.0,1752168621.0,1752168080.0,1752168603.0,closed_unmerged,closed_unmerged,False,523.0,1008945470,Catfriend1/syncthing-lite,same,1,s1_intra,Catfriend1/syncthing-lite#41#42
54,60,Copilot,Copilot,Copilot,Copilot,1752278327.0,1753294330.0,1752414270.0,1752526017.0,closed_unmerged,merged,False,111747.0,1008945470,Catfriend1/syncthing-lite,same,4,s1_intra,Catfriend1/syncthing-lite#54#60
54,70,Copilot,Copilot,Copilot,Copilot,1752278327.0,1753294330.0,1752528189.0,1752584603.0,closed_unmerged,merged,False,56414.0,1008945470,Catfriend1/syncthing-lite,same,5,s1_intra,Catfriend1/syncthing-lite#54#70
54,74,Copilot,Copilot,Copilot,Copilot,1752278327.0,1753294330.0,1752855789.0,1752871764.0,closed_unmerged,merged,False,15975.0,1008945470,Catfriend1/syncthing-lite,same,6,s1_intra,Catfriend1/syncthing-lite#54#74
6,7,Copilot,Copilot,Copilot,Copilot,1760100637.0,1760103487.0,1760100674.0,1760103536.0,merged,merged,False,2813.0,1020989507,jasonkneen/kiro,same,0,s1_intra,jasonkneen/kiro#6#7
7055,7129,Copilot,Copilot,Copilot,Copilot,1750344732.0,1752705468.0,1752677830.0,1752739377.0,merged,closed_unmerged,False,27638.0,102692863,onnx/onnx,same,7,s1_intra,onnx/onnx#7055#7129
7112,7136,Copilot,Copilot,Copilot,Copilot,1751642296.0,1752777365.0,1752696014.0,1752704852.0,merged,merged,False,8838.0,102692863,onnx/onnx,same,44,s1_intra,onnx/onnx#7112#7136
7124,7129,Copilot,Copilot,Copilot,Copilot,1752632684.0,1753213861.0,1752677830.0,1752739377.0,closed_unmerged,closed_unmerged,False,61547.0,102692863,onnx/onnx,same,47,s1_intra,onnx/onnx#7124#7129
7128,7131,Copilot,Copilot,Copilot,Copilot,1752674229.0,1752695973.0,1752684998.0,1752697537.0,closed_unmerged,closed_unmerged,False,10975.0,102692863,onnx/onnx,same,53,s1_intra,onnx/onnx#7128#7131
7136,7137,Copilot,Copilot,Copilot,Copilot,1752696014.0,1752704852.0,1752696280.0,1753209300.0,merged,merged,False,8572.0,102692863,onnx/onnx,same,64,s1_intra,onnx/onnx#7136#7137
1289,1290,Copilot,Copilot,Copilot,Copilot,1759367423.0,1759369238.0,1759367817.0,1760444600.0,merged,closed_unmerged,False,1421.0,777721566,NapNeko/NapCatQQ,same,0,s1_intra,NapNeko/NapCatQQ#1289#1290
1290,1291,Copilot,Copilot,Copilot,Copilot,1759367817.0,1760444600.0,1759368169.0,1759426910.0,closed_unmerged,closed_unmerged,False,58741.0,777721566,NapNeko/NapCatQQ,same,3,s1_intra,NapNeko/NapCatQQ#1290#1291
1290,1292,Copilot,Copilot,Copilot,Copilot,1759367817.0,1760444600.0,1759368191.0,1759369539.0,closed_unmerged,closed_unmerged,False,1348.0,777721566,NapNeko/NapCatQQ,same,4,s1_intra,NapNeko/NapCatQQ#1290#1292
1290,1301,Copilot,Copilot,Copilot,Copilot,1759367817.0,1760444600.0,1759849620.0,1760444601.0,closed_unmerged,closed_unmerged,False,594980.0,777721566,NapNeko/NapCatQQ,same,5,s1_intra,NapNeko/NapCatQQ#1290#1301
1291,1292,Copilot,Copilot,Copilot,Copilot,1759368169.0,1759426910.0,1759368191.0,1759369539.0,closed_unmerged,closed_unmerged,False,1348.0,777721566,NapNeko/NapCatQQ,same,6,s1_intra,NapNeko/NapCatQQ#1291#1292
183,184,OpenAI_Codex,OpenAI_Codex,nbiscaro,nbiscaro,1747527107.0,1747680009.0,1747528160.0,1748909268.0,closed_unmerged,closed_unmerged,False,151849.0,942943981,Mooncake-Labs/moonlink,same,0,s1_intra,Mooncake-Labs/moonlink#183#184
111,112,OpenAI_Codex,OpenAI_Codex,crawshaw,crawshaw,1747761548.0,1747800005.0,1747765033.0,1747799950.0,closed_unmerged,closed_unmerged,False,34917.0,959470185,boldsoftware/sketch,same,0,s1_intra,boldsoftware/sketch#111#112
28,29,OpenAI_Codex,OpenAI_Codex,pseudosavant,pseudosavant,1749075078.0,1749075142.0,1749075118.0,1749075157.0,merged,merged,False,24.0,267946173,pseudosavant/player.html,same,0,s1_intra,pseudosavant/player.html#28#29
2726,2728,OpenAI_Codex,OpenAI_Codex,github-actions[bot],github-actions[bot],1760715513.0,1760739436.0,1760732719.0,1760733559.0,merged,closed_unmerged,False,840.0,607441698,lancedb/lancedb,same,0,s1_intra,lancedb/lancedb#2726#2728
373,378,Copilot,Copilot,Copilot,Copilot,1751925335.0,1752676699.0,1752017669.0,1753127579.0,merged,merged,False,659030.0,730916007,github/evergreen,same,0,s1_intra,github/evergreen#373#378
