prA,prB,agentA,agentB,userA,userB,startA,endA,startB,endB,stateA,stateB,cross,overlap_seconds,repo_id,repo,stratum,draw_index
4765,4790,OpenAI_Codex,Copilot,saracarl,Copilot,1753129934.0,1753894768.0,1753496518.0,1755619700.0,merged,closed_unmerged,True,398250.0,509028,benwbrum/fromthepage,cross,55
4765,4794,OpenAI_Codex,Copilot,saracarl,Copilot,1753129934.0,1753894768.0,1753496684.0,1753815195.0,merged,merged,True,318511.0,509028,benwbrum/fromthepage,cross,59
4875,4926,Copilot,OpenAI_Codex,Copilot,benwbrum,1756913306.0,1760046659.0,1758805480.0,1758808263.0,merged,merged,True,2783.0,509028,benwbrum/fromthepage,cross,75
1963,1964,Copilot,OpenAI_Codex,Copilot,lavrton,1755974185.0,1755984809.0,1755974590.0,1755976840.0,closed_unmerged,closed_unmerged,True,2250.0,29011477,konvajs/konva,cross,0
909,933,Claude_Code,OpenAI_Codex,satococoa,toyamarinyon,1747814265.0,1748411360.0,1747918515.0,1747969192.0,closed_unmerged,merged,True,50677.0,845317529,giselles-ai/giselle,cross,16
909,954,Claude_Code,OpenAI_Codex,satococoa,toyamarinyon,1747814265.0,1748411360.0,1748238934.0,1748243837.0,closed_unmerged,merged,True,4903.0,845317529,giselles-ai/giselle,cross,23
994,997,Copilot,OpenAI_Codex,Copilot,shige,1748483648.0,1748490248.0,1748485627.0,1748487104.0,merged,merged,True,1477.0,845317529,giselles-ai/giselle,cross,35
1118,1160,Claude_Code,OpenAI_Codex,satococoa,shige,1749716294.0,1750314582.0,1750170061.0,1750170348.0,merged,closed_unmerged,True,287.0,845317529,giselles-ai/giselle,cross,46
1303,1306,OpenAI_Codex,Cursor,toyamarinyon,toyamarinyon,1751422567.0,1751437157.0,1751432654.0,1751433815.0,closed_unmerged,merged,True,1161.0,845317529,giselles-ai/giselle,cross,63
100,102,OpenAI_Codex,Copilot,gtg922r,Copilot,1748354194.0,1748672150.0,1748492394.0,1748677199.0,merged,merged,True,179756.0,552234230,gtg922r/obsidian-numerals,cross,0
102,104,Copilot,OpenAI_Codex,Copilot,gtg922r,1748492394.0,1748677199.0,1748670974.0,1748671238.0,merged,merged,True,264.0,552234230,gtg922r/obsidian-numerals,cross,1
22554,22637,Cursor,Copilot,xxchan,Copilot,1752128152.0,1752828649.0,1752719841.0,1752726764.0,merged,closed_unmerged,True,6923.0,453068084,risingwavelabs/risingwave,cross,0
22554,22638,Cursor,Copilot,xxchan,Copilot,1752128152.0,1752828649.0,1752721488.0,1752733915.0,merged,merged,True,12427.0,453068084,risingwavelabs/risingwave,cross,1
22554,22639,Cursor,Copilot,xxchan,Copilot,1752128152.0,1752828649.0,1752721617.0,1753260587.0,merged,merged,True,107032.0,453068084,risingwavelabs/risingwave,cross,2
22554,22640,Cursor,Copilot,xxchan,Copilot,1752128152.0,1752828649.0,1752721772.0,1753261396.0,merged,closed_unmerged,True,106877.0,453068084,risingwavelabs/risingwave,cross,3
22554,22655,Cursor,Copilot,xxchan,Copilot,1752128152.0,1752828649.0,1752762979.0,1752828981.0,merged,merged,True,65670.0,453068084,risingwavelabs/risingwave,cross,4
8033,8108,OpenAI_Codex,Copilot,AlexeyGirin,Copilot,1759821817.0,1760094332.0,1759957519.0,1760094726.0,closed_unmerged,merged,True,136813.0,102537698,epam/ketcher,cross,47
8033,8116,OpenAI_Codex,Copilot,AlexeyGirin,Copilot,1759821817.0,1760094332.0,1759988096.0,1760094711.0,closed_unmerged,merged,True,106236.0,102537698,epam/ketcher,cross,52
8046,8048,Copilot,OpenAI_Codex,Copilot,AlexeyGirin,1759866894.0,1759922742.0,1759867568.0,1760094806.0,merged,merged,True,55174.0,102537698,epam/ketcher,cross,60
8074,8131,Copilot,OpenAI_Codex,Copilot,AlexeyGirin,1759948113.0,1760094790.0,1760047346.0,1760384136.0,merged,merged,True,47444.0,102537698,epam/ketcher,cross,119
8078,8131,Copilot,OpenAI_Codex,Copilot,AlexeyGirin,1759949297.0,1760094775.0,1760047346.0,1760384136.0,merged,merged,True,47429.0,102537698,epam/ketcher,cross,121
993,1046,Copilot,OpenAI_Codex,Copilot,chezsmithy,1757457012.0,1758671345.0,1757968198.0,1758233375.0,merged,closed_unmerged,True,265177.0,999686447,microsoft/vscode-copilot-chat,cross,0
1041,1046,Copilot,OpenAI_Codex,Copilot,chezsmithy,1757809286.0,1759442246.0,1757968198.0,1758233375.0,closed_unmerged,closed_unmerged,True,265177.0,999686447,microsoft/vscode-copilot-chat,cross,1
851,856,Copilot,Cursor,Copilot,lukekarrys,1749516100.0,1749827532.0,1749702294.0,1749860597.0,merged,merged,True,125238.0,780660899,vltpkg/vltpkg,cross,1
852,853,Cursor,Copilot,lukekarrys,Copilot,1749662456.0,1749687245.0,1749666697.0,1750099742.0,merged,merged,True,20548.0,780660899,vltpkg/vltpkg,cross,3
853,858,Copilot,Cursor,Copilot,cursor[bot],1749666697.0,1750099742.0,1749703474.0,1749740590.0,merged,closed_unmerged,True,37116.0,780660899,vltpkg/vltpkg,cross,5
877,930,Copilot,Cursor,Copilot,lukekarrys,1750195820.0,1750990188.0,1750972351.0,1751503534.0,closed_unmerged,merged,True,17837.0,780660899,vltpkg/vltpkg,cross,6
911,930,Copilot,Cursor,Copilot,lukekarrys,1750817954.0,1750987913.0,1750972351.0,1751503534.0,closed_unmerged,merged,True,15562.0,780660899,vltpkg/vltpkg,cross,7
32077,32105,Copilot,OpenAI_Codex,Copilot,cbwinslow,1752706413.0,1753119613.0,1752874348.0,1752875750.0,closed_unmerged,closed_unmerged,True,1402.0,552661142,langchain-ai/langchain,cross,0
1137,1172,Copilot,OpenAI_Codex,Copilot,mosch,1749126077.0,1751283022.0,1749657529.0,1749659479.0,merged,merged,True,1950.0,843437350,zuplo/zudoku,cross,8
1137,1245,Copilot,OpenAI_Codex,Copilot,mosch,1749126077.0,1751283022.0,1750429808.0,1750859303.0,merged,closed_unmerged,True,429495.0,843437350,zuplo/zudoku,cross,10
1138,1171,Copilot,OpenAI_Codex,Copilot,mosch,1749126088.0,1750695272.0,1749657478.0,1749707369.0,closed_unmerged,merged,True,49891.0,843437350,zuplo/zudoku,cross,14
1138,1192,Copilot,OpenAI_Codex,Copilot,mosch,1749126088.0,1750695272.0,1749796583.0,1749797903.0,closed_unmerged,merged,True,1320.0,843437350,zuplo/zudoku,cross,16
1138,1255,Copilot,OpenAI_Codex,Copilot,mosch,1749126088.0,1750695272.0,1750687796.0,1750859295.0,closed_unmerged,closed_unmerged,True,7476.0,843437350,zuplo/zudoku,cross,18
1364,1378,Copilot,OpenAI_Codex,Copilot,lupino3,1749027814.0,1752654090.0,1751289522.0,1751290241.0,merged,merged,True,719.0,2327138,EduMIPS64/edumips64,cross,0
1364,1379,Copilot,OpenAI_Codex,Copilot,lupino3,1749027814.0,1752654090.0,1751290177.0,1751290264.0,merged,merged,True,87.0,2327138,EduMIPS64/edumips64,cross,1
1364,1380,Copilot,OpenAI_Codex,Copilot,lupino3,1749027814.0,1752654090.0,1751294418.0,1751295560.0,merged,merged,True,1142.0,2327138,EduMIPS64/edumips64,cross,2
6855,6873,Copilot,OpenAI_Codex,Copilot,sfmskywalker,1755610360.0,1757668524.0,1755952721.0,1755954148.0,closed_unmerged,closed_unmerged,True,1427.0,151148482,elsa-workflows/elsa-core,cross,0
559,717,OpenAI_Codex,Copilot,richiemcilroy,Copilot,1747745707.0,1758982177.0,1751564208.0,1751565587.0,closed_unmerged,merged,True,1379.0,720209383,CapSoftware/Cap,cross,0
565,717,OpenAI_Codex,Copilot,richiemcilroy,Copilot,1747922264.0,1758982186.0,1751564208.0,1751565587.0,closed_unmerged,merged,True,1379.0,720209383,CapSoftware/Cap,cross,1
566,717,OpenAI_Codex,Copilot,richiemcilroy,Copilot,1747963762.0,1753945623.0,1751564208.0,1751565587.0,closed_unmerged,merged,True,1379.0,720209383,CapSoftware/Cap,cross,2
635,717,OpenAI_Codex,Copilot,richiemcilroy,Copilot,1749679211.0,1758982193.0,1751564208.0,1751565587.0,closed_unmerged,merged,True,1379.0,720209383,CapSoftware/Cap,cross,3
10340,10399,Claude_Code,Copilot,majdyz,Copilot,1752162776.0,1752808854.0,1752785650.0,1752786036.0,merged,closed_unmerged,True,386.0,614765452,Significant-Gravitas/AutoGPT,cross,6
10771,11059,Cursor,Claude_Code,Bentlybro,majdyz,1756405751.0,1759995642.0,1759447743.0,1759451885.0,closed_unmerged,merged,True,4142.0,614765452,Significant-Gravitas/AutoGPT,cross,38
10829,10859,Cursor,Claude_Code,ntindle,ntindle,1756868381.0,1759262457.0,1757111895.0,1757179020.0,merged,merged,True,67125.0,614765452,Significant-Gravitas/AutoGPT,cross,42
10998,11106,Cursor,Claude_Code,ntindle,majdyz,1758842528.0,1760993903.0,1759832345.0,1759972936.0,merged,merged,True,140591.0,614765452,Significant-Gravitas/AutoGPT,cross,65
11055,11106,Copilot,Claude_Code,Copilot,majdyz,1759438106.0,1760534256.0,1759832345.0,1759972936.0,merged,merged,True,140591.0,614765452,Significant-Gravitas/AutoGPT,cross,68
301,302,Copilot,OpenAI_Codex,Copilot,ScriptedAlchemy,1756133889.0,1758196276.0,1756170599.0,1756241744.0,closed_unmerged,merged,True,71145.0,1019382196,web-infra-dev/rslint,cross,0
301,343,Copilot,OpenAI_Codex,Copilot,hardfist,1756133889.0,1758196276.0,1757309183.0,1757309723.0,closed_unmerged,merged,True,540.0,1019382196,web-infra-dev/rslint,cross,1
301,344,Copilot,OpenAI_Codex,Copilot,hardfist,1756133889.0,1758196276.0,1757349078.0,1757380791.0,closed_unmerged,closed_unmerged,True,31713.0,1019382196,web-infra-dev/rslint,cross,2
301,347,Copilot,OpenAI_Codex,Copilot,hardfist,1756133889.0,1758196276.0,1757384109.0,1757388059.0,closed_unmerged,closed_unmerged,True,3950.0,1019382196,web-infra-dev/rslint,cross,3
301,352,Copilot,OpenAI_Codex,Copilot,hardfist,1756133889.0,1758196276.0,1757391545.0,1757485744.0,closed_unmerged,closed_unmerged,True,94199.0,1019382196,web-infra-dev/rslint,cross,5
254,340,Cursor,Copilot,kentcdodds,Copilot,1751773451.0,1758171797.0,1758067771.0,1758068755.0,closed_unmerged,merged,True,984.0,593184777,epicweb-dev/epicshop,cross,3
275,352,Cursor,Copilot,kentcdodds,Copilot,1752519448.0,1761174456.0,1758152812.0,1758169767.0,closed_unmerged,closed_unmerged,True,16955.0,593184777,epicweb-dev/epicshop,cross,19
279,318,Cursor,Copilot,kentcdodds,Copilot,1752535414.0,1758171760.0,1754917616.0,1754924099.0,closed_unmerged,closed_unmerged,True,6483.0,593184777,epicweb-dev/epicshop,cross,31
326,344,Cursor,Copilot,kentcdodds,Copilot,1754958886.0,1761174447.0,1758073241.0,1758150533.0,closed_unmerged,closed_unmerged,True,77292.0,593184777,epicweb-dev/epicshop,cross,70
326,382,Cursor,Copilot,kentcdodds,Copilot,1754958886.0,1761174447.0,1759524733.0,1759528364.0,closed_unmerged,merged,True,3631.0,593184777,epicweb-dev/epicshop,cross,84
880,884,Copilot,Cursor,Copilot,l1b0k,1757062764.0,1758542245.0,1757172695.0,1758542283.0,closed_unmerged,closed_unmerged,True,1369550.0,142563999,AliyunContainerService/terway,cross,0
880,885,Copilot,Cursor,Copilot,l1b0k,1757062764.0,1758542245.0,1757172939.0,1758542256.0,closed_unmerged,closed_unmerged,True,1369306.0,142563999,AliyunContainerService/terway,cross,1
880,887,Copilot,Cursor,Copilot,l1b0k,1757062764.0,1758542245.0,1757257881.0,1757325080.0,closed_unmerged,merged,True,67199.0,142563999,AliyunContainerService/terway,cross,3
882,887,Copilot,Cursor,Copilot,l1b0k,1757062823.0,1758542249.0,1757257881.0,1757325080.0,closed_unmerged,merged,True,67199.0,142563999,AliyunContainerService/terway,cross,8
882,890,Copilot,Cursor,Copilot,l1b0k,1757062823.0,1758542249.0,1757338500.0,1757414378.0,closed_unmerged,merged,True,75878.0,142563999,AliyunContainerService/terway,cross,9
32207,32545,Copilot,Cursor,Copilot,yannbf,1754480504.0,1759137030.0,1758719871.0,1758789696.0,closed_unmerged,closed_unmerged,True,69825.0,54173593,storybookjs/storybook,cross,0
32339,32545,Copilot,Cursor,Copilot,yannbf,1756325607.0,1758792011.0,1758719871.0,1758789696.0,merged,closed_unmerged,True,69825.0,54173593,storybookjs/storybook,cross,1
32369,32545,Copilot,Cursor,Copilot,yannbf,1756803230.0,1759734943.0,1758719871.0,1758789696.0,closed_unmerged,closed_unmerged,True,69825.0,54173593,storybookjs/storybook,cross,2
175,222,Copilot,Claude_Code,Copilot,domdomegg,1752185942.0,1754656937.0,1754479583.0,1754492708.0,merged,merged,True,13125.0,927890076,modelcontextprotocol/registry,cross,0
14911,14918,Copilot,Cursor,Copilot,ishaan-jaff,1758825813.0,1758910744.0,1758835643.0,1758838546.0,closed_unmerged,merged,True,2903.0,671269505,BerriAI/litellm,cross,3
14911,14923,Copilot,Cursor,Copilot,ishaan-jaff,1758825813.0,1758910744.0,1758840710.0,1758841759.0,closed_unmerged,closed_unmerged,True,1049.0,671269505,BerriAI/litellm,cross,5
14926,14958,Copilot,Cursor,Copilot,berri-teddy,1758841749.0,1758993228.0,1758918903.0,1758993197.0,closed_unmerged,merged,True,74294.0,671269505,BerriAI/litellm,cross,11
15034,15051,Copilot,Cursor,Copilot,berri-teddy,1759160788.0,1759195012.0,1759188029.0,1759196927.0,merged,closed_unmerged,True,6983.0,671269505,BerriAI/litellm,cross,16
15430,15431,Cursor,Copilot,berri-teddy,Copilot,1760133642.0,1760142383.0,1760134792.0,1760143073.0,closed_unmerged,merged,True,7591.0,671269505,BerriAI/litellm,cross,20
906,907,Cursor,Copilot,YunaiV,Copilot,1753773955.0,1754098219.0,1753856590.0,1754098214.0,closed_unmerged,closed_unmerged,True,241624.0,332357698,YunaiV/ruoyi-vue-pro,cross,0
906,908,Cursor,Copilot,YunaiV,Copilot,1753773955.0,1754098219.0,1753858865.0,1754098210.0,closed_unmerged,closed_unmerged,True,239345.0,332357698,YunaiV/ruoyi-vue-pro,cross,1
907,909,Copilot,Cursor,Copilot,YunaiV,1753856590.0,1754098214.0,1753859900.0,1754098206.0,closed_unmerged,closed_unmerged,True,238306.0,332357698,YunaiV/ruoyi-vue-pro,cross,3
908,909,Copilot,Cursor,Copilot,YunaiV,1753858865.0,1754098210.0,1753859900.0,1754098206.0,closed_unmerged,closed_unmerged,True,238306.0,332357698,YunaiV/ruoyi-vue-pro,cross,4
909,912,Cursor,Copilot,YunaiV,Copilot,1753859900.0,1754098206.0,1753946284.0,1754098201.0,closed_unmerged,closed_unmerged,True,151917.0,332357698,YunaiV/ruoyi-vue-pro,cross,5
149696,150313,Copilot,Claude_Code,Copilot,ryansdwilson,1753902112.0,1759701914.0,1754712720.0,1754712753.0,closed_unmerged,closed_unmerged,True,33.0,12888993,home-assistant/core,cross,0
6538,6577,Copilot,Claude_Code,Copilot,hyf0,1760504711.0,1761008845.0,1760603785.0,1760603929.0,merged,closed_unmerged,True,144.0,693187866,rolldown/rolldown,cross,0
6538,6588,Copilot,Claude_Code,Copilot,Brooooooklyn,1760504711.0,1761008845.0,1760665661.0,1760667031.0,merged,closed_unmerged,True,1370.0,693187866,rolldown/rolldown,cross,1
2207,2521,OpenAI_Codex,Copilot,vitarb,Copilot,1749680264.0,1758057081.0,1755661447.0,1755680756.0,closed_unmerged,closed_unmerged,True,19309.0,775743011,valkey-io/valkey,cross,0
68678,68752,Claude_Code,Cursor,Julesssss,neil-marcellini,1755537572.0,1755619768.0,1755612996.0,1755614571.0,merged,closed_unmerged,True,1575.0,285902689,Expensify/App,cross,0
109,110,Copilot,Cursor,Copilot,Mr-Quin,1755032438.0,1755315967.0,1755040082.0,1755316181.0,closed_unmerged,merged,True,275885.0,628067244,Mr-Quin/danmaku-anywhere,cross,0
1277,1294,OpenAI_Codex,Copilot,yuyutaotao,Copilot,1759498321.0,1760355297.0,1760072732.0,1760078798.0,closed_unmerged,closed_unmerged,True,6066.0,832452447,web-infra-dev/midscene,cross,4
1277,1308,OpenAI_Codex,Claude_Code,yuyutaotao,quanru,1759498321.0,1760355297.0,1760332341.0,1760455537.0,closed_unmerged,merged,True,22956.0,832452447,web-infra-dev/midscene,cross,7
1279,1304,Copilot,Claude_Code,Copilot,quanru,1759979665.0,1760357334.0,1760169447.0,1760172981.0,merged,merged,True,3534.0,832452447,web-infra-dev/midscene,cross,9
1280,1284,Copilot,OpenAI_Codex,Copilot,yuyutaotao,1759979713.0,1760008417.0,1759996110.0,1759996204.0,merged,merged,True,94.0,832452447,web-infra-dev/midscene,cross,11
1324,1327,OpenAI_Codex,Copilot,yuyutaotao,Copilot,1760604501.0,1760927279.0,1760668091.0,1760692378.0,merged,merged,True,24287.0,832452447,web-infra-dev/midscene,cross,12
5263,5264,Claude_Code,Copilot,danyx23,Copilot,1755000400.0,1755807550.0,1755001973.0,1755078161.0,merged,merged,True,76188.0,35030133,owid/owid-grapher,cross,0
5263,5296,Claude_Code,Copilot,danyx23,Copilot,1755000400.0,1755807550.0,1755699922.0,1755855914.0,merged,closed_unmerged,True,107628.0,35030133,owid/owid-grapher,cross,1
5440,5486,Copilot,Claude_Code,Copilot,danyx23,1758903540.0,1760425700.0,1760027641.0,1760820418.0,closed_unmerged,closed_unmerged,True,398059.0,35030133,owid/owid-grapher,cross,2
5486,5519,Claude_Code,Copilot,danyx23,Copilot,1760027641.0,1760820418.0,1760536590.0,1760820394.0,closed_unmerged,closed_unmerged,True,283804.0,35030133,owid/owid-grapher,cross,3
1761,1773,Claude_Code,Copilot,justin808,Copilot,1756960316.0,1758702121.0,1757463805.0,1757622732.0,closed_unmerged,merged,True,158927.0,41117523,shakacode/react_on_rails,cross,0
43,44,Copilot,OpenAI_Codex,Copilot,zemaj,1757128685.0,1757132357.0,1757132150.0,1757132342.0,closed_unmerged,merged,True,192.0,1035299828,just-every/code,cross,0
11128,11150,Copilot,Claude_Code,Copilot,delino[bot],1759065225.0,1761254334.0,1760876384.0,1760931583.0,closed_unmerged,merged,True,55199.0,115110181,swc-project/swc,cross,0
11128,11151,Copilot,Claude_Code,Copilot,delino[bot],1759065225.0,1761254334.0,1760876424.0,1760884267.0,closed_unmerged,merged,True,7843.0,115110181,swc-project/swc,cross,1
11128,11171,Copilot,Claude_Code,Copilot,delino[bot],1759065225.0,1761254334.0,1761225193.0,1761225253.0,closed_unmerged,closed_unmerged,True,60.0,115110181,swc-project/swc,cross,2
1809,1864,Cursor,Copilot,imbhargav5,Copilot,1752500879.0,1758439317.0,1756184286.0,1756187493.0,closed_unmerged,merged,True,3207.0,156734327,imbhargav5/rooks,cross,0
1809,1872,Cursor,Copilot,imbhargav5,Copilot,1752500879.0,1758439317.0,1756803177.0,1756803713.0,closed_unmerged,merged,True,536.0,156734327,imbhargav5/rooks,cross,1
1855,1864,Cursor,Copilot,imbhargav5,Copilot,1755018077.0,1760810346.0,1756184286.0,1756187493.0,closed_unmerged,merged,True,3207.0,156734327,imbhargav5/rooks,cross,2
1855,1872,Cursor,Copilot,imbhargav5,Copilot,1755018077.0,1760810346.0,1756803177.0,1756803713.0,closed_unmerged,merged,True,536.0,156734327,imbhargav5/rooks,cross,3
4859,4927,OpenAI_Codex,Copilot,caic99,Copilot,1754034946.0,1756655037.0,1756233054.0,1756802065.0,merged,merged,True,421983.0,114006193,deepmodeling/deepmd-kit,cross,6
4859,4936,OpenAI_Codex,Copilot,caic99,Copilot,1754034946.0,1756655037.0,1756407420.0,1756476037.0,merged,merged,True,68617.0,114006193,deepmodeling/deepmd-kit,cross,10
4859,4937,OpenAI_Codex,Copilot,caic99,Copilot,1754034946.0,1756655037.0,1756448706.0,1759134825.0,merged,merged,True,206331.0,114006193,deepmodeling/deepmd-kit,cross,11
4916,4919,Copilot,OpenAI_Codex,Copilot,caic99,1756133618.0,1756374948.0,1756187815.0,1756211866.0,merged,merged,True,24051.0,114006193,deepmodeling/deepmd-kit,cross,28
4921,4927,OpenAI_Codex,Copilot,caic99,Copilot,1756195587.0,1756265912.0,1756233054.0,1756802065.0,closed_unmerged,merged,True,32858.0,114006193,deepmodeling/deepmd-kit,cross,31
87,102,OpenAI_Codex,Copilot,bhauman,Copilot,1755538163.0,1759632056.0,1757781464.0,1757952405.0,closed_unmerged,closed_unmerged,True,170941.0,957163661,bhauman/clojure-mcp,cross,0
87,107,OpenAI_Codex,Copilot,bhauman,Copilot,1755538163.0,1759632056.0,1759247861.0,1759249577.0,closed_unmerged,merged,True,1716.0,957163661,bhauman/clojure-mcp,cross,1
567,568,Copilot,Cursor,Copilot,kentcdodds,1759252049.0,1759255827.0,1759252535.0,1759257492.0,closed_unmerged,merged,True,3292.0,320393623,kentcdodds/kentcdodds.com,cross,0
21940,22306,Cursor,Copilot,ShaileshParmar11,Copilot,1750834134.0,1758004777.0,1752251081.0,1752346016.0,closed_unmerged,closed_unmerged,True,94935.0,391740664,open-metadata/OpenMetadata,cross,1
21940,22309,Cursor,Copilot,ShaileshParmar11,Copilot,1750834134.0,1758004777.0,1752251522.0,1753961514.0,closed_unmerged,merged,True,1709992.0,391740664,open-metadata/OpenMetadata,cross,3
21940,22393,Cursor,Copilot,ShaileshParmar11,Copilot,1750834134.0,1758004777.0,1752666178.0,1754883386.0,closed_unmerged,merged,True,2217208.0,391740664,open-metadata/OpenMetadata,cross,6
21940,22956,Cursor,Copilot,ShaileshParmar11,Copilot,1750834134.0,1758004777.0,1755496553.0,1755585882.0,closed_unmerged,merged,True,89329.0,391740664,open-metadata/OpenMetadata,cross,13
21940,22982,Cursor,Copilot,ShaileshParmar11,Copilot,1750834134.0,1758004777.0,1755586426.0,1755672695.0,closed_unmerged,closed_unmerged,True,86269.0,391740664,open-metadata/OpenMetadata,cross,15
5232,5542,Cursor,Copilot,wenxi-onyx,Copilot,1755749528.0,1759870189.0,1759191815.0,1759197565.0,closed_unmerged,closed_unmerged,True,5750.0,633262635,onyx-dot-app/onyx,cross,2
5232,5548,Cursor,Copilot,wenxi-onyx,Copilot,1755749528.0,1759870189.0,1759205636.0,1759205751.0,closed_unmerged,closed_unmerged,True,115.0,633262635,onyx-dot-app/onyx,cross,5
5232,5549,Cursor,Copilot,wenxi-onyx,Copilot,1755749528.0,1759870189.0,1759206303.0,1759455301.0,closed_unmerged,closed_unmerged,True,248998.0,633262635,onyx-dot-app/onyx,cross,6
5233,5355,Cursor,OpenAI_Codex,wenxi-onyx,wenxi-onyx,1755749624.0,1759870200.0,1757304831.0,1759870276.0,closed_unmerged,closed_unmerged,True,2565369.0,633262635,onyx-dot-app/onyx,cross,7
5356,5546,Cursor,Copilot,wenxi-onyx,Copilot,1757304948.0,1759870257.0,1759202417.0,1759202449.0,closed_unmerged,closed_unmerged,True,32.0,633262635,onyx-dot-app/onyx,cross,23
10729,10823,Claude_Code,Cursor,robobun,anthonyshew,1754267524.0,1759270457.0,1756853239.0,1756905901.0,merged,merged,True,52662.0,413918947,vercel/turborepo,cross,0
10729,10857,Claude_Code,Cursor,robobun,anthonyshew,1754267524.0,1759270457.0,1757992406.0,1758574637.0,merged,merged,True,582231.0,413918947,vercel/turborepo,cross,1
1001,1154,OpenAI_Codex,Copilot,kolaente,Copilot,1750756048.0,1755009230.0,1753104383.0,1753174752.0,merged,merged,True,70369.0,159556794,go-vikunja/vikunja,cross,0
1001,1177,OpenAI_Codex,Copilot,kolaente,Copilot,1750756048.0,1755009230.0,1753448850.0,1753694128.0,merged,closed_unmerged,True,245278.0,159556794,go-vikunja/vikunja,cross,1
1001,1227,OpenAI_Codex,Copilot,kolaente,Copilot,1750756048.0,1755009230.0,1754247128.0,1754253375.0,merged,merged,True,6247.0,159556794,go-vikunja/vikunja,cross,2
1177,1178,Copilot,OpenAI_Codex,Copilot,kolaente,1753448850.0,1753694128.0,1753460040.0,1753786841.0,closed_unmerged,merged,True,234088.0,159556794,go-vikunja/vikunja,cross,3
1379,1385,Copilot,OpenAI_Codex,Copilot,kolaente,1756814631.0,1756821838.0,1756819642.0,1756820957.0,merged,merged,True,1315.0,159556794,go-vikunja/vikunja,cross,6
433,434,Copilot,Cursor,Copilot,swingerman,1758881651.0,1759476073.0,1759089702.0,1760303722.0,merged,merged,True,386371.0,294037465,swingerman/ha-dual-smart-thermostat,cross,0
434,437,Cursor,Claude_Code,swingerman,swingerman,1759089702.0,1760303722.0,1759853438.0,1759853684.0,merged,merged,True,246.0,294037465,swingerman/ha-dual-smart-thermostat,cross,1
434,445,Cursor,Copilot,swingerman,Copilot,1759089702.0,1760303722.0,1760297293.0,1760299534.0,merged,merged,True,2241.0,294037465,swingerman/ha-dual-smart-thermostat,cross,2
1777,1778,Claude_Code,Copilot,delano,Copilot,1759607091.0,1759727633.0,1759607190.0,1759728457.0,merged,merged,True,120443.0,7913195,onetimesecret/onetimesecret,cross,0
3933,3943,OpenAI_Codex,Copilot,shai-almog,Copilot,1756571248.0,1758909259.0,1758837301.0,1758843817.0,merged,merged,True,6516.0,32973467,codenameone/CodenameOne,cross,0
3933,3944,OpenAI_Codex,Copilot,shai-almog,Copilot,1756571248.0,1758909259.0,1758844004.0,1758933149.0,merged,closed_unmerged,True,65255.0,32973467,codenameone/CodenameOne,cross,1
3933,3946,OpenAI_Codex,Copilot,shai-almog,Copilot,1756571248.0,1758909259.0,1758853111.0,1758935887.0,merged,merged,True,56148.0,32973467,codenameone/CodenameOne,cross,3
3944,3948,Copilot,OpenAI_Codex,Copilot,shai-almog,1758844004.0,1758933149.0,1758862583.0,1758863031.0,closed_unmerged,merged,True,448.0,32973467,codenameone/CodenameOne,cross,4
3946,3948,Copilot,OpenAI_Codex,Copilot,shai-almog,1758853111.0,1758935887.0,1758862583.0,1758863031.0,merged,merged,True,448.0,32973467,codenameone/CodenameOne,cross,6
2124,2130,OpenAI_Codex,Devin,Yonom,devin-ai-integration[bot],1750208027.0,1755564235.0,1750266128.0,1751034262.0,closed_unmerged,closed_unmerged,True,768134.0,722184017,assistant-ui/assistant-ui,cross,1
2124,2142,OpenAI_Codex,Devin,Yonom,devin-ai-integration[bot],1750208027.0,1755564235.0,1750728336.0,1751466464.0,closed_unmerged,closed_unmerged,True,738128.0,722184017,assistant-ui/assistant-ui,cross,2
2125,2127,Devin,OpenAI_Codex,devin-ai-integration[bot],AVGVSTVS96,1750209244.0,1751466464.0,1750250297.0,1750252769.0,closed_unmerged,merged,True,2472.0,722184017,assistant-ui/assistant-ui,cross,4
2125,2131,Devin,OpenAI_Codex,devin-ai-integration[bot],AVGVSTVS96,1750209244.0,1751466464.0,1750318548.0,1751297094.0,closed_unmerged,closed_unmerged,True,978546.0,722184017,assistant-ui/assistant-ui,cross,5
2130,2131,Devin,OpenAI_Codex,devin-ai-integration[bot],AVGVSTVS96,1750266128.0,1751034262.0,1750318548.0,1751297094.0,closed_unmerged,closed_unmerged,True,715714.0,722184017,assistant-ui/assistant-ui,cross,6
2142,2143,Copilot,Devin,Copilot,devin-ai-integration[bot],1751122150.0,1751246477.0,1751142450.0,1751246477.0,closed_unmerged,closed_unmerged,True,104027.0,392768635,faros-ai/airbyte-connectors,cross,0
2213,2221,Devin,Copilot,devin-ai-integration[bot],Copilot,1754069670.0,1754838465.0,1754492461.0,1754494519.0,closed_unmerged,closed_unmerged,True,2058.0,392768635,faros-ai/airbyte-connectors,cross,1
2246,2252,Devin,Claude_Code,devin-ai-integration[bot],dbruno21,1756228839.0,1757088465.0,1756735600.0,1756908740.0,closed_unmerged,merged,True,173140.0,392768635,faros-ai/airbyte-connectors,cross,2
3582,3585,Copilot,OpenAI_Codex,Copilot,ReneWerner87,1752572617.0,1758713472.0,1752577068.0,1752577359.0,closed_unmerged,merged,True,291.0,234231371,gofiber/fiber,cross,8
