stratum,repo_id,repo,prA,prB,agentA,agentB
cross,996430110,Ayush0Chaudhary/blurr,257,270,Copilot,Google_Jules
cross,768813127,nandyalu/trailarr,259,275,Copilot,Google_Jules
cross,1045839248,good-night-oppie/helios,18,19,Google_Jules,OpenAI_Codex
cross,1011570102,jlucaso1/whatsapp-rust,10,12,Google_Jules,Copilot
cross,227265548,gluesql/gluesql,1635,1713,OpenAI_Codex,Google_Jules
cross,323591830,huggingface/huggingface_hub,3106,3107,OpenAI_Codex,Copilot
cross,806618581,afadil/wealthfolio,306,311,OpenAI_Codex,Google_Jules
cross,72041948,kelleyma49/PSFzf,326,339,Google_Jules,Copilot
cross,389284278,Fannon/search-bookmarks-history-and-tabs,187,193,Google_Jules,OpenAI_Codex
cross,352128360,kuelumbus/rdkit-pypi,135,136,Google_Jules,Copilot
cross,24946991,carlossg/docker-maven,596,597,Copilot,Google_Jules
cross,1046809510,vinhnx/vtcode,111,133,OpenAI_Codex,Google_Jules
cross,64546309,Dart-Code/Dart-Code,5640,5641,Google_Jules,Copilot
cross,193254970,gelisam/klister,269,270,Copilot,Google_Jules
cross,971551940,project-numina/kimina-lean-server,36,53,OpenAI_Codex,Copilot
cross,265001214,tokens-studio/figma-plugin,3370,3393,Copilot,Cursor
cross,221981891,microsoft/playwright,36050,36366,Copilot,OpenAI_Codex
cross,104365663,pulumi/docs,15752,15828,Copilot,OpenAI_Codex
cross,4127088,Azure/azure-sdk-for-python,41663,42988,Copilot,OpenAI_Codex
cross,749681472,moonbitlang/core,2267,2422,OpenAI_Codex,Cursor
cross,726072067,estruyf/vscode-demo-time,147,157,OpenAI_Codex,Copilot
cross,221931137,celestiaorg/celestia-core,1902,2046,Copilot,OpenAI_Codex
cross,235901813,PostHog/posthog,38031,38065,OpenAI_Codex,Cursor
cross,600113513,Shelf-nu/shelf.nu,2039,2047,OpenAI_Codex,Copilot
cross,607729034,operately/operately,3279,3442,Copilot,OpenAI_Codex
cross,45490972,frostwire/frostwire,1146,1198,Copilot,Claude_Code
cross,41881900,microsoft/vscode,250076,252589,Copilot,OpenAI_Codex
cross,898171798,microsoft/fabric-cicd,342,343,Copilot,OpenAI_Codex
cross,814403270,Comfy-Org/ComfyUI_frontend,4617,4649,Copilot,OpenAI_Codex
cross,136202695,mlflow/mlflow,16057,16442,Copilot,Claude_Code
cross,988545158,aavetis/PRarena,20,36,Copilot,OpenAI_Codex
cross,1036865607,githubnext/gh-aw,1515,1521,Copilot,Claude_Code
cross,4213474,Humanizr/Humanizer,1605,1610,Copilot,OpenAI_Codex
cross,599431918,oxc-project/oxc,12599,13692,Copilot,Claude_Code
cross,617799085,machinewrapped/llm-subtrans,254,296,Copilot,OpenAI_Codex
cross,846769747,wvlet/wvlet,967,980,Copilot,Claude_Code
cross,78002587,pardeike/Harmony,705,706,Copilot,OpenAI_Codex
cross,599547518,vllm-project/vllm,18317,23257,OpenAI_Codex,Copilot
cross,476642602,web-infra-dev/rspack,11336,11453,Copilot,Claude_Code
cross,509028,benwbrum/fromthepage,4719,4746,OpenAI_Codex,Copilot
cross,29011477,konvajs/konva,1963,1964,Copilot,OpenAI_Codex
cross,845317529,giselles-ai/giselle,870,902,OpenAI_Codex,Copilot
cross,552234230,gtg922r/obsidian-numerals,100,102,OpenAI_Codex,Copilot
cross,453068084,risingwavelabs/risingwave,22554,22637,Cursor,Copilot
cross,102537698,epam/ketcher,8017,8026,OpenAI_Codex,Copilot
cross,1010478967,jamubc/gemini-mcp-tool,7,21,Copilot,Claude_Code
cross,999686447,microsoft/vscode-copilot-chat,993,1046,Copilot,OpenAI_Codex
cross,780660899,vltpkg/vltpkg,851,852,Copilot,Cursor
cross,552661142,langchain-ai/langchain,32077,32105,Copilot,OpenAI_Codex
cross,843437350,zuplo/zudoku,1114,1115,Copilot,OpenAI_Codex
cross,2327138,EduMIPS64/edumips64,1364,1378,Copilot,OpenAI_Codex
cross,151148482,elsa-workflows/elsa-core,6855,6873,Copilot,OpenAI_Codex
cross,720209383,CapSoftware/Cap,559,717,OpenAI_Codex,Copilot
cross,614765452,Significant-Gravitas/AutoGPT,9965,10340,OpenAI_Codex,Claude_Code
cross,1019382196,web-infra-dev/rslint,301,302,Copilot,OpenAI_Codex
cross,593184777,epicweb-dev/epicshop,254,317,Cursor,Copilot
cross,142563999,AliyunContainerService/terway,880,884,Copilot,Cursor
cross,54173593,storybookjs/storybook,32207,32545,Copilot,Cursor
cross,927890076,modelcontextprotocol/registry,175,222,Copilot,Claude_Code
cross,671269505,BerriAI/litellm,13110,13122,Cursor,OpenAI_Codex
cross,332357698,YunaiV/ruoyi-vue-pro,906,907,Cursor,Copilot
cross,12888993,home-assistant/core,149696,150313,Copilot,Claude_Code
cross,693187866,rolldown/rolldown,6538,6577,Copilot,Claude_Code
cross,775743011,valkey-io/valkey,2207,2521,OpenAI_Codex,Copilot
cross,285902689,Expensify/App,68678,68752,Claude_Code,Cursor
cross,628067244,Mr-Quin/danmaku-anywhere,109,110,Copilot,Cursor
cross,832452447,web-infra-dev/midscene,1265,1277,Copilot,OpenAI_Codex
cross,35030133,owid/owid-grapher,5263,5264,Claude_Code,Copilot
cross,41117523,shakacode/react_on_rails,1761,1773,Claude_Code,Copilot
cross,1035299828,just-every/code,43,44,Copilot,OpenAI_Codex
cross,115110181,swc-project/swc,11128,11150,Copilot,Claude_Code
cross,156734327,imbhargav5/rooks,1809,1864,Cursor,Copilot
cross,114006193,deepmodeling/deepmd-kit,4859,4903,OpenAI_Codex,Copilot
cross,957163661,bhauman/clojure-mcp,87,102,OpenAI_Codex,Copilot
cross,320393623,kentcdodds/kentcdodds.com,567,568,Copilot,Cursor
cross,391740664,open-metadata/OpenMetadata,21940,22304,Cursor,Copilot
cross,633262635,onyx-dot-app/onyx,5232,5355,Cursor,OpenAI_Codex
cross,413918947,vercel/turborepo,10729,10823,Claude_Code,Cursor
cross,159556794,go-vikunja/vikunja,1001,1154,OpenAI_Codex,Copilot
cross,294037465,swingerman/ha-dual-smart-thermostat,433,434,Copilot,Cursor
cross,7913195,onetimesecret/onetimesecret,1777,1778,Claude_Code,Copilot
cross,32973467,codenameone/CodenameOne,3933,3943,OpenAI_Codex,Copilot
cross,722184017,assistant-ui/assistant-ui,2124,2125,OpenAI_Codex,Devin
cross,392768635,faros-ai/airbyte-connectors,2142,2143,Copilot,Devin
cross,234231371,gofiber/fiber,3508,3582,OpenAI_Codex,Copilot
cross,820087727,onlook-dev/onlook,1849,2041,Devin,OpenAI_Codex
cross,839037098,mastra-ai/mastra,8736,8779,Cursor,Copilot
cross,131995661,shopware/shopware,10496,11072,Claude_Code,Copilot
cross,984341155,lemonade-sdk/lemonade,120,127,OpenAI_Codex,Copilot
cross,105010691,nextcloud/desktop,8579,8633,Copilot,OpenAI_Codex
cross,668493044,514-labs/moosestack,2652,2674,Cursor,Copilot
cross,122162,bmander/graphserver,32,34,Copilot,OpenAI_Codex
cross,774497032,MervinPraison/PraisonAI,984,1021,Copilot,Claude_Code
cross,128479644,esphome/esphome,9604,10949,Copilot,OpenAI_Codex
cross,722597620,rustfs/rustfs,557,577,Copilot,Cursor
cross,913914262,appdotbuild/agent,191,446,Devin,OpenAI_Codex
cross,11863336,OpenSprinkler/OpenSprinkler-App,250,251,Copilot,OpenAI_Codex
cross,587859813,project-copacetic/copacetic,1207,1276,Copilot,Claude_Code
cross,440752086,coder/coder,18587,18634,Devin,OpenAI_Codex
cross,180190854,appwrite/appwrite,10306,10383,Cursor,Copilot
cross,365739812,tldraw/tldraw,6214,6284,OpenAI_Codex,Cursor
cross,70107786,vercel/next.js,82409,82513,Cursor,Devin
cross,44164233,OHIF/Viewers,5417,5457,Devin,Cursor
cross,256628396,onflow/cadence,4283,4291,Devin,Copilot
cross,889274685,usemarble/marble,97,114,OpenAI_Codex,Copilot
cross,895926919,microsoft/poml,112,113,OpenAI_Codex,Copilot
cross,49670957,eclipse-rdf4j/rdf4j,5458,5459,OpenAI_Codex,Copilot
cross,213728552,Rello/analytics,517,518,OpenAI_Codex,Copilot
cross,586920414,jdx/mise,5591,5617,Cursor,Copilot
cross,622646426,elsa-workflows/elsa-studio,521,526,Copilot,OpenAI_Codex
cross,355476462,Skyscanner/turbolift,173,176,OpenAI_Codex,Copilot
cross,624615692,shiosyakeyakini-info/miria,761,764,OpenAI_Codex,Copilot
cross,929338255,groupultra/telegram-search,356,381,OpenAI_Codex,Copilot
cross,23156260,CMB2/CMB2,1545,1548,Copilot,Claude_Code
cross,233476269,acacode/swagger-typescript-api,1371,1376,Copilot,OpenAI_Codex
cross,224980941,ltwlf/json-diff-ts,319,320,OpenAI_Codex,Copilot
cross,1024661423,we-promise/sure,77,224,OpenAI_Codex,Copilot
cross,50448254,econ-ark/HARK,1581,1592,Copilot,Cursor
cross,23267883,semaphoreui/semaphore,3187,3194,Cursor,Copilot
cross,6899875,opf/openproject,19925,19941,Cursor,Copilot
cross,570557896,ESPresense/ESPresense-companion,1167,1248,OpenAI_Codex,Copilot
cross,346526277,waku-org/js-waku,2447,2571,Copilot,OpenAI_Codex
cross,637405156,sgb-io/fta,236,237,OpenAI_Codex,Copilot
cross,225880766,KomodoPlatform/komodo-wallet,2648,3016,OpenAI_Codex,Cursor
cross,601303277,quarylabs/sqruff,1643,1664,OpenAI_Codex,Claude_Code
cross,275260119,kingstinct/react-native-healthkit,183,184,Copilot,OpenAI_Codex
cross,100061716,nrwl/nx,31591,32088,OpenAI_Codex,Claude_Code
cross,642497346,langfuse/langfuse,9140,9349,Cursor,OpenAI_Codex
cross,501372599,openfga/openfga,2563,2565,Copilot,OpenAI_Codex
cross,3729629,dotCMS/core,32657,33189,Claude_Code,Copilot
cross,402945349,StarRocks/starrocks,61965,62114,Cursor,Copilot
cross,40136600,ktorio/ktor,4915,5128,OpenAI_Codex,Copilot
cross,357728969,oven-sh/bun,19743,20217,OpenAI_Codex,Cursor
cross,560101664,cf-pages/Telegraph-Image,250,253,Copilot,OpenAI_Codex
cross,62162299,Rello/audioplayer,616,632,OpenAI_Codex,Copilot
cross,772283421,usesend/useSend,232,233,Copilot,OpenAI_Codex
cross,65600975,pytorch/pytorch,155658,157447,OpenAI_Codex,Copilot
cross,481196344,safe-global/safe-wallet-monorepo,6328,6329,Copilot,OpenAI_Codex
cross,288509390,AltimateAI/vscode-dbt-power-user,1758,1761,Copilot,Claude_Code
cross,699532645,astral-sh/uv,14731,14738,OpenAI_Codex,Copilot
cross,617290848,niieani/gpt-tokenizer,75,79,Copilot,OpenAI_Codex
cross,275118967,mikel-brostrom/boxmot,2094,2098,OpenAI_Codex,Copilot
cross,626805178,langgenius/dify,26248,26478,Copilot,Claude_Code
cross,54585666,devitocodes/devito,2625,2682,OpenAI_Codex,Copilot
cross,968197216,google-gemini/gemini-cli,3417,4286,Claude_Code,Cursor
cross,395140743,skypilot-org/skypilot,5796,6067,OpenAI_Codex,Cursor
cross,306976345,module-federation/core,3878,3988,Cursor,Copilot
cross,424594639,jinek/Consolonia,414,416,OpenAI_Codex,Copilot
cross,989702246,inboundemail/inbound,29,67,Cursor,Copilot
cross,283046497,airbytehq/airbyte,61490,61695,Devin,OpenAI_Codex
cross,436466520,rilldata/rill,7824,7940,Cursor,Copilot
cross,440332807,ElectNewt/Distribt,44,48,OpenAI_Codex,Copilot
cross,710601088,crewAIInc/crewAI,3248,3308,Devin,Claude_Code
cross,633927609,promptfoo/promptfoo,2956,4050,Devin,OpenAI_Codex
cross,689765175,different-ai/note-companion,406,407,Devin,OpenAI_Codex
cross,941289933,antiwork/helper,875,876,Devin,Cursor
cross,883825890,different-ai/zero-finance,116,117,OpenAI_Codex,Devin
cross,352436122,neondatabase/website,3329,3869,Devin,Claude_Code
cross,839216423,liam-hq/liam,1599,1610,Devin,Claude_Code
cross,127246132,reown-com/appkit,4391,4829,Devin,Cursor
cross,955904085,antiwork/flexile,394,584,Devin,OpenAI_Codex
cross,787076358,firecrawl/firecrawl,1429,1742,Devin,Cursor
cross,685141528,dcSpark/shinkai-local-ai-agents,901,902,OpenAI_Codex,Devin
cross,442321089,Cap-go/capgo,1067,1176,Devin,Cursor
cross,959682770,antiwork/gumroad,895,941,Devin,Cursor
cross,591435512,get-convex/convex-helpers,516,600,Devin,OpenAI_Codex
cross,965250949,theopenco/llmgateway,208,354,Devin,OpenAI_Codex
cross,923332984,ryokun6/ryos,40,59,OpenAI_Codex,Cursor
cross,500289888,formbricks/formbricks,6082,6085,Devin,Cursor
cross,679017521,AgentOps-AI/agentops,1064,1065,Devin,OpenAI_Codex
cross,653589102,567-labs/instructor,1636,1650,Cursor,OpenAI_Codex
cross,400215964,novuhq/novu,8441,8443,Devin,Cursor
cross,370740787,liveblocks/liveblocks,2522,2523,Devin,Cursor
cross,826170402,elizaOS/eliza,5565,5572,Claude_Code,Cursor
cross,832552991,ai-shifu/ai-shifu,465,475,OpenAI_Codex,Devin
cross,297778512,onflow/flow-go,7551,7555,OpenAI_Codex,Devin
cross,899407931,firecrawl/firecrawl-mcp-server,78,88,Devin,Claude_Code
cross,1002552148,amantus-ai/vibetunnel,134,165,Claude_Code,Devin
cross,575321313,langbot-app/LangBot,1407,1514,Devin,Cursor
cross,917974798,alchemy-run/alchemy,239,253,Devin,OpenAI_Codex
cross,912106066,567-labs/kura,69,75,Devin,OpenAI_Codex
cross,827630234,567-labs/systematically-improving-rag,57,58,Devin,Cursor
cross,228538361,yytypescript/book,981,987,OpenAI_Codex,Devin
cross,643978507,langfuse/langfuse-docs,1505,1535,Devin,OpenAI_Codex
cross,1026429198,manaflow-ai/cmux,333,558,OpenAI_Codex,Cursor
cross,217775615,tech-systems/panes,254,255,Devin,Cursor
cross,902291246,portiaAI/portia-sdk-python,501,630,OpenAI_Codex,Devin
cross,103436741,vercel/hyper-site,314,315,OpenAI_Codex,Devin
cross,237392204,duneanalytics/spellbook,8572,8612,Cursor,Devin
cross,843988367,Metta-AI/metta,587,621,Devin,OpenAI_Codex
cross,1017038703,llama-farm/llamafarm,42,134,Claude_Code,Cursor
cross,989134268,MCPJam/inspector,190,191,Cursor,Claude_Code
cross,775839592,marin-community/marin,1474,1759,OpenAI_Codex,Claude_Code
cross,701494311,BoundaryML/baml,2458,2460,Cursor,Claude_Code
cross,480614136,ar-io/ar-io-node,425,426,OpenAI_Codex,Claude_Code
cross,560284721,ente-io/ente,7381,7440,OpenAI_Codex,Claude_Code
cross,141427485,MetaMask/metamask-mobile,18111,18210,Cursor,Claude_Code
cross,694709543,livestorejs/livestore,514,654,Claude_Code,OpenAI_Codex
cross,46398090,datahub-project/datahub,13752,13958,Claude_Code,Cursor
cross,873328,getsentry/sentry,95327,98632,Cursor,Claude_Code
cross,568430347,Dimillian/IceCubesApp,2297,2298,Cursor,Claude_Code
cross,21764480,hmislk/hmis,15079,15081,Claude_Code,OpenAI_Codex
cross,674225653,bruin-data/bruin,760,818,OpenAI_Codex,Cursor
cross,449091292,PRQL/prql,5286,5287,Claude_Code,OpenAI_Codex
cross,193215554,n8n-io/n8n,20484,20667,Claude_Code,OpenAI_Codex
cross,42009758,MetaMask/metamask-extension,35665,35706,Claude_Code,Cursor
cross,993521808,openai/openai-agents-js,111,119,OpenAI_Codex,Claude_Code
cross,1018698329,ishaan1013/shadow,24,25,Cursor,OpenAI_Codex
cross,1029240529,mfat/sshpilot,77,111,OpenAI_Codex,Cursor
cross,777230015,nodetool-ai/nodetool,86,157,OpenAI_Codex,Cursor
cross,669466632,selfxyz/self,727,755,OpenAI_Codex,Cursor
cross,338529997,gridaco/grida,414,417,Cursor,OpenAI_Codex
cross,10458362,rsyslog/rsyslog,5688,5793,OpenAI_Codex,Cursor
cross,920603619,PrimeIntellect-ai/verifiers,163,344,Cursor,OpenAI_Codex
cross,881458615,browser-use/browser-use,2159,2166,Cursor,OpenAI_Codex
cross,899766976,gensx-inc/gensx,766,768,Cursor,OpenAI_Codex
cross,28589709,sakaiproject/sakai,13751,13874,OpenAI_Codex,Cursor
cross,956679248,kodustech/kodus-ai,73,75,OpenAI_Codex,Cursor
cross,756594023,bruin-data/ingestr,251,299,OpenAI_Codex,Cursor
cross,899127822,WorkflowAI/WorkflowAI,371,449,OpenAI_Codex,Cursor
cross,663834147,Sls0n/Prismify,39,42,OpenAI_Codex,Cursor
cross,989324445,acoyfellow/UserDO,16,18,OpenAI_Codex,Cursor
cross,433321004,manifoldmarkets/manifold,3588,3599,OpenAI_Codex,Cursor
cross,394757291,opral/monorepo,3664,3670,OpenAI_Codex,Cursor
cross,596464580,readlite/readlite-plugin,28,29,Cursor,OpenAI_Codex
cross,457435290,aldinokemal/go-whatsapp-web-multidevice,386,387,Cursor,OpenAI_Codex
cross,716778600,LayerZero-Labs/devtools,1539,1640,OpenAI_Codex,Cursor
cross,501095512,odigos-io/odigos,2962,3049,OpenAI_Codex,Cursor
cross,752003386,berachain/beacon-kit,2840,2841,Cursor,OpenAI_Codex
cross,71932349,ray-project/ray,53690,54238,OpenAI_Codex,Cursor
cross,595832198,Helicone/helicone,3875,4046,OpenAI_Codex,Cursor
same,956297926,hahwul/urx,87,89,Copilot,Copilot
same,1011570102,jlucaso1/whatsapp-rust,12,14,Copilot,Copilot
same,2588507,jeremyckahn/rekapi,95,96,Google_Jules,Google_Jules
same,806618581,afadil/wealthfolio,306,307,OpenAI_Codex,OpenAI_Codex
same,711338338,ceoloide/ergogen-footprints,67,68,Copilot,Copilot
same,167801581,hjyssg/ShiguReader,246,247,OpenAI_Codex,OpenAI_Codex
same,540459720,hahwul/deadfinder,92,94,Copilot,Copilot
same,1046809510,vinhnx/vtcode,2,3,OpenAI_Codex,OpenAI_Codex
same,948129804,ryaker/outlook-mcp,15,16,Google_Jules,Google_Jules
same,971551940,project-numina/kimina-lean-server,20,21,OpenAI_Codex,OpenAI_Codex
same,15763403,OpenMS/OpenMS,8150,8151,Copilot,Copilot
same,932919681,kyantech/Palmr,283,285,Copilot,Copilot
same,89713685,vapourismo/knx-go,108,110,Copilot,Copilot
same,22624502,microsoft/ApplicationInsights-node.js,1461,1463,Copilot,Copilot
same,106462765,microsoft/vscode-python,25103,25157,Copilot,Copilot
same,788715163,JMBeresford/retrom,310,311,Copilot,Copilot
same,217654199,microsoft/msquic,5141,5144,Copilot,Copilot
same,567307948,db-ux-design-system/core-web,4772,4773,Copilot,Copilot
same,102692863,onnx/onnx,7055,7056,Copilot,Copilot
same,22651419,frostwire/frostwire-jlibtorrent,309,312,Copilot,Copilot
same,138408163,scalacenter/sbt-scalafix,501,506,Copilot,Copilot
same,702284875,StarCitizenToolBox/app,117,119,Copilot,Copilot
same,190495155,zapier/zapier-platform,1072,1075,Copilot,Copilot
same,175425051,kumahq/kuma,14506,14536,Copilot,Copilot
same,2896461,reactiveui/Akavache,1072,1074,Copilot,Copilot
same,11075506,reactiveui/splat,1392,1394,Copilot,Copilot
same,249027166,ohcnetwork/care_fe,13519,13521,Copilot,Copilot
